date,client,platform,followers,reach,likes,comments,shares,saves,total_engagements,engagement_rate
2025-01-14,aesthetician,instagram,563255,93560,4695,804,670,539,6708,0.0717
2025-01-18,aesthetician,instagram,563077,80780,3234,554,462,370,4620,0.0572
2025-01-19,aesthetician,instagram,566988,108478,4760,816,680,545,6801,0.0627
2025-01-20,aesthetician,instagram,566871,175087,7683,1317,1097,880,10977,0.0627
2025-01-24,aesthetician,instagram,566638,109974,4295,736,613,492,6136,0.0558
2025-01-25,aesthetician,instagram,570207,130629,6894,1181,984,790,9849,0.0754
2025-01-27,aesthetician,instagram,565763,179307,5974,1024,853,684,8535,0.0476
2025-01-29,aesthetician,instagram,565504,124708,4739,812,677,543,6771,0.0543
2025-02-02,aesthetician,instagram,567961,128052,5395,924,770,619,7708,0.0602
2025-02-03,aesthetician,instagram,569325,80503,2079,356,297,238,2970,0.0369
2025-02-05,aesthetician,instagram,570338,148783,3530,605,504,404,5043,0.0339
2025-02-07,aesthetician,instagram,570028,83637,2376,407,339,273,3395,0.0406
2025-02-08,aesthetician,instagram,571303,159579,5372,921,767,615,7675,0.0481
2025-02-10,aesthetician,instagram,569075,89678,2253,386,321,259,3219,0.0359
2025-02-15,aesthetician,instagram,574998,161035,7958,1364,1136,911,11369,0.0706
2025-02-16,aesthetician,instagram,572637,125826,4764,816,680,547,6807,0.0541
2025-02-17,aesthetician,instagram,574958,80713,2287,392,326,263,3268,0.0405
2025-02-20,aesthetician,instagram,574406,60843,3053,523,436,350,4362,0.0717
2025-02-22,aesthetician,instagram,575122,140749,3172,543,453,364,4532,0.0322
2025-02-24,aesthetician,instagram,575837,149522,3987,683,569,457,5696,0.0381
2025-02-26,aesthetician,instagram,576147,141812,3175,544,453,365,4537,0.032
2025-02-27,aesthetician,instagram,576744,96305,2210,378,315,255,3158,0.0328
2025-02-28,aesthetician,instagram,578190,199636,5449,934,778,624,7785,0.039
2025-03-03,aesthetician,instagram,577012,142293,5975,1024,853,685,8537,0.06
2025-03-04,aesthetician,instagram,578159,166032,3590,615,513,412,5130,0.0309
2025-03-08,aesthetician,instagram,577815,102232,4515,774,645,516,6450,0.0631
2025-03-09,aesthetician,instagram,580728,127950,3071,526,438,353,4388,0.0343
2025-03-10,aesthetician,instagram,577316,190236,10599,1817,1514,1212,15142,0.0796
2025-03-12,aesthetician,instagram,582137,186999,5039,863,719,578,7199,0.0385
2025-03-13,aesthetician,instagram,579199,180997,7601,1303,1085,870,10859,0.06
2025-03-15,aesthetician,instagram,577299,88178,4382,751,626,501,6260,0.071
2025-03-17,aesthetician,instagram,580530,101579,4479,767,639,514,6399,0.063
2025-03-20,aesthetician,instagram,579899,113878,5276,904,753,605,7538,0.0662
2025-03-21,aesthetician,instagram,582812,152858,5638,966,805,646,8055,0.0527
2025-03-24,aesthetician,instagram,580985,121277,3522,603,503,404,5032,0.0415
2025-03-26,aesthetician,instagram,581864,93370,2313,396,330,266,3305,0.0354
2025-03-29,aesthetician,instagram,580115,140271,7167,1228,1023,821,10239,0.073
2025-04-01,aesthetician,instagram,583409,86047,3071,526,438,353,4388,0.051
2025-04-02,aesthetician,instagram,580211,136568,3326,570,475,381,4752,0.0348
2025-04-04,aesthetician,instagram,582201,68880,2926,501,418,336,4181,0.0607
2025-04-06,aesthetician,instagram,586835,143278,6939,1189,991,795,9914,0.0692
2025-04-09,aesthetician,instagram,587661,140829,3538,606,505,406,5055,0.0359
2025-04-10,aesthetician,instagram,587287,160370,4097,702,585,469,5853,0.0365
2025-04-12,aesthetician,instagram,585354,207400,10365,1776,1480,1187,14808,0.0714
2025-04-14,aesthetician,instagram,587493,169122,8132,1394,1161,931,11618,0.0687
2025-04-15,aesthetician,instagram,587830,124533,4890,838,698,560,6986,0.0561
2025-04-17,aesthetician,instagram,586311,150885,3400,582,485,391,4858,0.0322
2025-04-18,aesthetician,instagram,591270,197613,5740,984,820,656,8200,0.0415
2025-04-23,aesthetician,instagram,591466,132417,6441,1104,920,737,9202,0.0695
2025-04-24,aesthetician,instagram,589782,194327,8093,1387,1156,926,11562,0.0595
2025-04-26,aesthetician,instagram,590740,189897,9051,1551,1293,1036,12931,0.0681
2025-04-28,aesthetician,instagram,591581,94040,2296,393,328,264,3281,0.0349
2025-05-03,aesthetician,instagram,588880,115196,4346,745,620,498,6209,0.0539
2025-05-04,aesthetician,instagram,592330,126040,6440,1104,920,736,9200,0.073
2025-05-08,aesthetician,instagram,592593,152824,7894,1353,1127,904,11278,0.0738
2025-05-09,aesthetician,instagram,592282,210496,5819,997,831,667,8314,0.0395
2025-05-11,aesthetician,instagram,594085,187591,9125,1564,1303,1045,13037,0.0695
2025-05-12,aesthetician,instagram,598054,78846,1980,339,283,228,2830,0.0359
2025-05-16,aesthetician,instagram,597030,211064,9263,1587,1323,1060,13233,0.0627
2025-05-18,aesthetician,instagram,595382,147498,4728,810,675,542,6755,0.0458
2025-05-20,aesthetician,instagram,597949,204355,5392,924,770,618,7704,0.0377
2025-05-21,aesthetician,instagram,599690,244594,7310,1253,1044,837,10444,0.0427
2025-05-24,aesthetician,instagram,599621,149206,5347,916,763,613,7639,0.0512
2025-05-26,aesthetician,instagram,598588,210222,6444,1104,920,739,9207,0.0438
2025-05-28,aesthetician,instagram,597838,158007,7487,1283,1069,858,10697,0.0677
2025-05-29,aesthetician,instagram,600515,172228,8342,1430,1191,955,11918,0.0692
2025-06-01,aesthetician,instagram,600747,186438,6329,1085,904,724,9042,0.0485
2025-06-02,aesthetician,instagram,601911,138235,4131,708,590,473,5902,0.0427
2025-06-03,aesthetician,instagram,601703,216182,7142,1224,1020,817,10203,0.0472
2025-06-08,aesthetician,instagram,603751,246253,11514,1973,1644,1318,16449,0.0668
2025-06-11,aesthetician,instagram,601668,224445,9898,1696,1414,1132,14140,0.063
2025-06-12,aesthetician,instagram,605278,216250,7916,1357,1130,906,11309,0.0523
2025-06-14,aesthetician,instagram,603772,120572,3215,551,459,368,4593,0.0381
2025-06-15,aesthetician,instagram,607432,145777,5101,874,728,585,7288,0.05
2025-06-16,aesthetician,instagram,602685,214763,8643,1481,1234,990,12348,0.0575
2025-06-21,aesthetician,instagram,608384,108876,4976,853,710,570,7109,0.0653
2025-06-22,aesthetician,instagram,605851,77894,4263,730,609,489,6091,0.0782
2025-06-24,aesthetician,instagram,604826,103163,2498,428,356,287,3569,0.0346
2025-06-28,aesthetician,instagram,606168,152990,8171,1400,1167,935,11673,0.0763
2025-06-29,aesthetician,instagram,606725,112883,2622,449,374,302,3747,0.0332
2025-07-02,aesthetician,instagram,608861,77391,1841,315,263,212,2631,0.034
2025-07-03,aesthetician,instagram,609301,242459,8349,1431,1192,956,11928,0.0492
2025-07-04,aesthetician,instagram,607559,159217,6764,1159,966,775,9664,0.0607
2025-07-06,aesthetician,instagram,609082,169499,7783,1334,1111,891,11119,0.0656
2025-07-08,aesthetician,instagram,613563,205072,11096,1902,1585,1269,15852,0.0773
2025-07-09,aesthetician,instagram,613066,139698,6062,1039,866,694,8661,0.062
2025-07-13,aesthetician,instagram,611743,170995,4799,822,685,550,6856,0.0401
2025-07-17,aesthetician,instagram,612052,109655,5387,923,769,618,7697,0.0702
2025-07-19,aesthetician,instagram,612722,159152,3531,605,504,405,5045,0.0317
2025-07-20,aesthetician,instagram,613889,100528,3926,673,560,450,5609,0.0558
2025-07-24,aesthetician,instagram,611916,68543,1846,316,263,213,2638,0.0385
2025-07-25,aesthetician,instagram,613585,62955,1850,317,264,213,2644,0.042
2025-07-26,aesthetician,instagram,611244,218392,5793,993,827,664,8277,0.0379
2025-07-27,aesthetician,instagram,615314,118296,5713,979,816,654,8162,0.069
2025-07-28,aesthetician,instagram,616032,154765,5394,924,770,619,7707,0.0498
2025-07-29,aesthetician,instagram,614206,177578,6948,1191,992,795,9926,0.0559
2025-08-03,aesthetician,instagram,619306,76570,1789,306,255,207,2557,0.0334
2025-08-04,aesthetician,instagram,614388,190321,5888,1009,841,674,8412,0.0442
2025-08-07,aesthetician,instagram,614722,115440,6125,1050,875,700,8750,0.0758
2025-08-08,aesthetician,instagram,618110,104871,5740,984,820,656,8200,0.0782
2025-08-12,aesthetician,instagram,620676,92306,3896,667,556,447,5566,0.0603
2025-08-14,aesthetician,instagram,622380,151700,8123,1392,1160,930,11605,0.0765
2025-08-15,aesthetician,instagram,618658,124834,3765,645,538,432,5380,0.0431
2025-08-17,aesthetician,instagram,622037,73460,1815,311,259,208,2593,0.0353
2025-08-18,aesthetician,instagram,620219,208861,6535,1120,933,748,9336,0.0447
2025-08-20,aesthetician,instagram,620488,210455,10326,1770,1475,1181,14752,0.0701
2025-08-22,aesthetician,instagram,622976,188940,9760,1673,1394,1116,13943,0.0738
2025-08-24,aesthetician,instagram,623065,170438,7002,1200,1000,802,10004,0.0587
2025-08-25,aesthetician,instagram,619166,149090,8171,1400,1167,935,11673,0.0783
2025-08-28,aesthetician,instagram,625646,181041,8680,1488,1240,993,12401,0.0685
2025-08-31,aesthetician,instagram,626248,134463,7350,1260,1050,841,10501,0.0781
2025-09-01,aesthetician,instagram,622754,153637,5699,977,814,652,8142,0.053
2025-09-03,aesthetician,instagram,625186,80690,1773,303,253,204,2533,0.0314
2025-09-04,aesthetician,instagram,625630,161672,3779,647,539,434,5399,0.0334
2025-09-06,aesthetician,instagram,625712,168459,9398,1611,1342,1075,13426,0.0797
2025-09-08,aesthetician,instagram,624709,111780,3246,556,463,373,4638,0.0415
2025-09-09,aesthetician,instagram,624741,143144,7795,1336,1113,892,11136,0.0778
2025-09-12,aesthetician,instagram,626733,193061,4121,706,588,473,5888,0.0305
2025-09-13,aesthetician,instagram,629247,77556,2301,394,328,265,3288,0.0424
2025-09-15,aesthetician,instagram,628583,191886,8556,1466,1222,979,12223,0.0637
2025-09-19,aesthetician,instagram,627900,209216,4949,848,707,567,7071,0.0338
2025-09-20,aesthetician,instagram,630314,118935,4478,767,639,514,6398,0.0538
2025-09-21,aesthetician,instagram,623741,104576,5467,937,781,626,7811,0.0747
2025-09-23,aesthetician,instagram,631807,171782,9306,1595,1329,1065,13295,0.0774
2025-09-25,aesthetician,instagram,626867,141782,7492,1284,1070,858,10704,0.0755
2025-09-27,aesthetician,instagram,629990,180441,5051,866,721,579,7217,0.04
2025-09-28,aesthetician,instagram,628816,96391,4965,851,709,569,7094,0.0736
2025-09-30,aesthetician,instagram,629002,103578,2907,498,415,333,4153,0.0401
2025-10-02,aesthetician,instagram,634174,89696,3823,655,546,438,5462,0.0609
2025-10-04,aesthetician,instagram,631605,212967,5261,902,751,603,7517,0.0353
2025-10-05,aesthetician,instagram,633410,172404,7699,1319,1099,882,10999,0.0638
2025-10-06,aesthetician,instagram,632923,189022,8031,1376,1147,919,11473,0.0607
2025-10-07,aesthetician,instagram,634178,72110,2881,494,411,331,4117,0.0571
2025-10-11,aesthetician,instagram,634457,168145,6367,1091,909,729,9096,0.0541
2025-10-13,aesthetician,instagram,632386,228695,8740,1498,1248,1000,12486,0.0546
2025-10-14,aesthetician,instagram,636987,211554,11076,1898,1582,1268,15824,0.0748
2025-10-16,aesthetician,instagram,634667,231534,8832,1514,1261,1011,12618,0.0545
2025-10-19,aesthetician,instagram,633416,116150,6162,1056,880,706,8804,0.0758
2025-10-21,aesthetician,instagram,636089,171289,4927,844,703,565,7039,0.0411
2025-10-22,aesthetician,instagram,640035,214405,4907,841,701,562,7011,0.0327
2025-10-24,aesthetician,instagram,639312,172875,6521,1118,931,747,9317,0.0539
2025-10-26,aesthetician,instagram,637537,150023,5786,991,826,663,8266,0.0551
2025-10-28,aesthetician,instagram,638055,112286,5053,866,721,579,7219,0.0643
2025-10-31,aesthetician,instagram,638886,225430,12434,2131,1776,1422,17763,0.0788
2025-11-02,aesthetician,instagram,644010,232418,8622,1478,1231,987,12318,0.053
2025-11-03,aesthetician,instagram,641016,131638,2819,483,402,324,4028,0.0306
2025-11-04,aesthetician,instagram,641368,158667,6563,1125,937,752,9377,0.0591
2025-11-06,aesthetician,instagram,643042,148502,6299,1079,899,722,8999,0.0606
2025-11-09,aesthetician,instagram,642299,148052,5948,1019,849,682,8498,0.0574
2025-11-10,aesthetician,instagram,641600,237280,8902,1526,1271,1019,12718,0.0536
2025-11-13,aesthetician,instagram,642499,215070,7270,1246,1038,833,10387,0.0483
2025-11-14,aesthetician,instagram,643000,264688,7503,1286,1071,859,10719,0.0405
2025-11-16,aesthetician,instagram,643585,303318,10318,1768,1474,1181,14741,0.0486
2025-11-17,aesthetician,instagram,645322,140874,4338,743,619,498,6198,0.044
2025-11-19,aesthetician,instagram,644536,237663,6088,1043,869,698,8698,0.0366
2025-11-20,aesthetician,instagram,646113,122248,3542,607,506,406,5061,0.0414
2025-11-23,aesthetician,instagram,645318,156074,4752,814,678,545,6789,0.0435
2025-11-24,aesthetician,instagram,645886,192151,6939,1189,991,795,9914,0.0516
2025-11-27,aesthetician,instagram,642637,334191,8725,1495,1246,999,12465,0.0373
2025-11-29,aesthetician,instagram,648811,300063,7876,1350,1125,901,11252,0.0375
2025-12-01,aesthetician,instagram,648225,224198,6088,1043,869,698,8698,0.0388
2025-12-05,aesthetician,instagram,650532,313657,17520,3003,2502,2004,25029,0.0798
2025-12-07,aesthetician,instagram,643469,278664,10903,1869,1557,1248,15577,0.0559
2025-12-12,aesthetician,instagram,654482,177467,8608,1475,1229,986,12298,0.0693
2025-12-13,aesthetician,instagram,650395,243878,9918,1700,1416,1135,14169,0.0581
2025-12-14,aesthetician,instagram,653091,275974,9639,1652,1377,1103,13771,0.0499
2025-12-16,aesthetician,instagram,649414,305454,7055,1209,1007,808,10079,0.033
2025-12-18,aesthetician,instagram,653164,260659,9816,1682,1402,1123,14023,0.0538
2025-12-19,aesthetician,instagram,650164,185087,6801,1166,971,779,9717,0.0525
2025-12-21,aesthetician,instagram,651523,242455,8145,1396,1163,933,11637,0.048
2025-12-22,aesthetician,instagram,656753,167382,8974,1538,1282,1027,12821,0.0766
2025-12-23,aesthetician,instagram,652890,131870,2860,490,408,329,4087,0.031
2025-12-24,aesthetician,instagram,653949,345420,17747,3042,2535,2029,25353,0.0734
2025-12-25,aesthetician,instagram,655489,247878,6923,1186,989,792,9890,0.0399
2025-12-29,aesthetician,instagram,655795,146001,6387,1095,912,731,9125,0.0625
2025-12-30,aesthetician,instagram,655376,191765,9261,1587,1323,1060,13231,0.069
2025-12-31,aesthetician,instagram,656058,225619,10059,1724,1437,1151,14371,0.0637
2024-01-01,vlogger,instagram,3162870,476216,20067,3440,2866,2295,28668,0.0602
2024-01-02,vlogger,instagram,3134838,655345,17432,2988,2490,1993,24903,0.038
2024-01-03,vlogger,instagram,3152016,1115540,39980,6853,5711,4571,57115,0.0512
2024-01-04,vlogger,instagram,3140825,916318,33802,5794,4828,3865,48289,0.0527
2024-01-05,vlogger,instagram,3156865,805527,24189,4146,3455,2767,34557,0.0429
2024-01-08,vlogger,instagram,3149013,518548,16443,2818,2349,1880,23490,0.0453
2024-01-10,vlogger,instagram,3157825,556897,29860,5118,4265,3415,42658,0.0766
2024-01-11,vlogger,instagram,3161018,645193,15626,2678,2232,1787,22323,0.0346
2024-01-12,vlogger,instagram,3175121,952768,51753,8872,7393,5916,73934,0.0776
2024-01-13,vlogger,instagram,3176616,380237,13307,2281,1901,1522,19011,0.05
2024-01-15,vlogger,instagram,3160102,1014100,35209,6035,5029,4026,50299,0.0496
2024-01-16,vlogger,instagram,3174513,837545,46198,7919,6599,5282,65998,0.0788
2024-01-18,vlogger,instagram,3171293,909406,21579,3699,3082,2468,30828,0.0339
2024-01-19,vlogger,instagram,3168086,875449,33030,5662,4718,3776,47186,0.0539
2024-01-21,vlogger,instagram,3182088,651925,22953,3934,3279,2625,32791,0.0503
2024-01-22,vlogger,instagram,3183247,644648,14755,2529,2107,1688,21079,0.0327
2024-01-23,vlogger,instagram,3211441,564744,20239,3469,2891,2315,28914,0.0512
2024-01-24,vlogger,instagram,3194408,639549,15758,2701,2251,1802,22512,0.0352
2024-01-26,vlogger,instagram,3181131,614153,29620,5077,4231,3387,42315,0.0689
2024-01-28,vlogger,instagram,3192982,471681,13867,2377,1981,1585,19810,0.042
2024-01-29,vlogger,instagram,3210243,515650,12741,2184,1820,1457,18202,0.0353
2024-01-30,vlogger,instagram,3222535,1107884,23653,4054,3379,2704,33790,0.0305
2024-01-31,vlogger,instagram,3189258,503752,13892,2381,1984,1590,19847,0.0394
2024-02-01,vlogger,instagram,3188455,535940,28699,4919,4099,3282,40999,0.0765
2024-02-04,vlogger,instagram,3230674,822714,19753,3386,2821,2259,28219,0.0343
2024-02-05,vlogger,instagram,3218433,1171363,26401,4526,3771,3019,37717,0.0322
2024-02-06,vlogger,instagram,3208331,377340,14315,2454,2045,1637,20451,0.0542
2024-02-09,vlogger,instagram,3227982,600432,14583,2500,2083,1668,20834,0.0347
2024-02-10,vlogger,instagram,3199348,967213,53486,9169,7640,6114,76409,0.079
2024-02-11,vlogger,instagram,3226915,762541,41580,7128,5940,4753,59401,0.0779
2024-02-12,vlogger,instagram,3232092,670799,21458,3678,3065,2454,30655,0.0457
2024-02-13,vlogger,instagram,3239909,450340,15068,2583,2152,1723,21526,0.0478
2024-02-14,vlogger,instagram,3223151,618751,27589,4729,3941,3155,39414,0.0637
2024-02-15,vlogger,instagram,3235851,767509,40186,6889,5740,4594,57409,0.0748
2024-02-17,vlogger,instagram,3230095,996333,38427,6587,5489,4394,54897,0.0551
2024-02-19,vlogger,instagram,3245641,1019027,22255,3815,3179,2544,31793,0.0312
2024-02-20,vlogger,instagram,3236474,1077950,40595,6959,5799,4640,57993,0.0538
2024-02-21,vlogger,instagram,3243249,477798,10668,1828,1524,1221,15241,0.0319
2024-02-23,vlogger,instagram,3241580,407378,18278,3133,2611,2090,26112,0.0641
2024-02-25,vlogger,instagram,3261721,1158284,49701,8520,7100,5681,71002,0.0613
2024-02-26,vlogger,instagram,3265785,527775,15368,2634,2195,1758,21955,0.0416
2024-02-27,vlogger,instagram,3257136,462436,20749,3557,2964,2372,29642,0.0641
2024-02-28,vlogger,instagram,3261839,1193088,55036,9434,7862,6292,78624,0.0659
2024-02-29,vlogger,instagram,3249317,1187537,45803,7851,6543,5236,65433,0.0551
2024-03-03,vlogger,instagram,3266663,791717,33473,5738,4781,3827,47819,0.0604
2024-03-04,vlogger,instagram,3271144,727710,34842,5973,4977,3983,49775,0.0684
2024-03-06,vlogger,instagram,3301460,598705,15338,2629,2191,1754,21912,0.0366
2024-03-07,vlogger,instagram,3266805,1149219,49232,8439,7033,5628,70332,0.0612
2024-03-09,vlogger,instagram,3296223,962827,21567,3697,3081,2465,30810,0.032
2024-03-10,vlogger,instagram,3293663,552566,24793,4250,3541,2835,35419,0.0641
2024-03-11,vlogger,instagram,3288643,869205,48614,8333,6944,5558,69449,0.0799
2024-03-12,vlogger,instagram,3305257,838912,45745,7842,6535,5229,65351,0.0779
2024-03-13,vlogger,instagram,3293618,430044,23991,4112,3427,2744,34274,0.0797
2024-03-14,vlogger,instagram,3295823,1009043,21683,3717,3097,2480,30977,0.0307
2024-03-15,vlogger,instagram,3293489,1095834,34902,5983,4986,3989,49860,0.0455
2024-03-18,vlogger,instagram,3312230,1126068,55098,9445,7871,6298,78712,0.0699
2024-03-19,vlogger,instagram,3313013,743396,28568,4897,4081,3266,40812,0.0549
2024-03-21,vlogger,instagram,3300014,602572,16239,2783,2319,1858,23199,0.0385
2024-03-22,vlogger,instagram,3295161,844663,19747,3385,2821,2258,28211,0.0334
2024-03-24,vlogger,instagram,3310305,409394,13669,2343,1952,1564,19528,0.0477
2024-03-25,vlogger,instagram,3306402,747063,34252,5871,4893,3916,48932,0.0655
2024-03-26,vlogger,instagram,3315759,1199813,66601,11417,9514,7613,95145,0.0793
2024-03-27,vlogger,instagram,3330744,736217,35146,6025,5020,4018,50209,0.0682
2024-03-28,vlogger,instagram,3315904,1166220,62205,10663,8886,7111,88865,0.0762
2024-03-30,vlogger,instagram,3324101,775074,42644,7310,6092,4874,60920,0.0786
2024-04-02,vlogger,instagram,3331211,600414,20257,3472,2893,2317,28939,0.0482
2024-04-03,vlogger,instagram,3341148,894314,31613,5419,4516,3614,45162,0.0505
2024-04-04,vlogger,instagram,3312222,731064,32751,5614,4678,3745,46788,0.064
2024-04-05,vlogger,instagram,3330661,895834,34865,5976,4980,3987,49808,0.0556
2024-04-06,vlogger,instagram,3340885,424012,13563,2325,1937,1552,19377,0.0457
2024-04-08,vlogger,instagram,3354872,748637,26568,4554,3795,3038,37955,0.0507
2024-04-10,vlogger,instagram,3341967,1220494,63135,10823,9019,7217,90194,0.0739
2024-04-11,vlogger,instagram,3330086,1204078,27055,4638,3865,3092,38650,0.0321
2024-04-12,vlogger,instagram,3357204,1049227,24163,4142,3451,2763,34519,0.0329
2024-04-13,vlogger,instagram,3346617,844050,38404,6583,5486,4390,54863,0.065
2024-04-15,vlogger,instagram,3345096,443696,11708,2007,1672,1340,16727,0.0377
2024-04-16,vlogger,instagram,3352820,853765,29164,4999,4166,3334,41663,0.0488
2024-04-17,vlogger,instagram,3359285,549248,27951,4791,3993,3195,39930,0.0727
2024-04-18,vlogger,instagram,3357078,941540,48573,8326,6939,5553,69391,0.0737
2024-04-21,vlogger,instagram,3346989,761063,25251,4328,3607,2888,36074,0.0474
2024-04-22,vlogger,instagram,3380390,1077281,42832,7342,6118,4897,61189,0.0568
2024-04-23,vlogger,instagram,3386253,513475,12759,2187,1822,1460,18228,0.0355
2024-04-25,vlogger,instagram,3384021,1199383,29720,5094,4245,3399,42458,0.0354
2024-04-27,vlogger,instagram,3369947,729848,25442,4361,3634,2909,36346,0.0498
2024-04-28,vlogger,instagram,3381478,407654,14296,2450,2042,1635,20423,0.0501
2024-04-29,vlogger,instagram,3385491,881092,29049,4979,4149,3322,41499,0.0471
2024-04-30,vlogger,instagram,3393677,1001871,28472,4881,4067,3255,40675,0.0406
2024-05-01,vlogger,instagram,3396422,749417,18727,3210,2675,2142,26754,0.0357
2024-05-02,vlogger,instagram,3384190,1176073,47171,8086,6738,5393,67388,0.0573
2024-05-03,vlogger,instagram,3394529,535580,13983,2397,1997,1600,19977,0.0373
2024-05-06,vlogger,instagram,3404461,1207394,49357,8461,7051,5642,70511,0.0584
2024-05-07,vlogger,instagram,3416689,402821,19371,3320,2767,2215,27673,0.0687
2024-05-08,vlogger,instagram,3411060,1032186,50865,8719,7266,5815,72665,0.0704
2024-05-09,vlogger,instagram,3413963,531462,29352,5031,4193,3356,41932,0.0789
2024-05-11,vlogger,instagram,3410826,364319,10353,1774,1479,1185,14791,0.0406
2024-05-13,vlogger,instagram,3428484,708964,33696,5776,4813,3853,48138,0.0679
2024-05-15,vlogger,instagram,3422308,492902,14697,2519,2099,1682,20997,0.0426
2024-05-16,vlogger,instagram,3411305,573039,14881,2551,2125,1702,21259,0.0371
2024-05-17,vlogger,instagram,3436582,1087215,25951,4448,3707,2968,37074,0.0341
2024-05-18,vlogger,instagram,3431378,695642,25613,4390,3659,2928,36590,0.0526
2024-05-20,vlogger,instagram,3423721,1083744,30875,5292,4410,3531,44108,0.0407
2024-05-22,vlogger,instagram,3427409,376050,10318,1768,1474,1181,14741,0.0392
2024-05-23,vlogger,instagram,3437436,684010,35766,6131,5109,4089,51095,0.0747
2024-05-24,vlogger,instagram,3441190,571846,31302,5366,4471,3579,44718,0.0782
2024-05-25,vlogger,instagram,3440484,1092649,30517,5231,4359,3489,43596,0.0399
2024-05-27,vlogger,instagram,3445733,750848,28434,4874,4062,3250,40620,0.0541
2024-05-28,vlogger,instagram,3462119,1092174,52904,9069,7557,6048,75578,0.0692
2024-05-30,vlogger,instagram,3459707,1031416,37398,6411,5342,4276,53427,0.0518
2024-05-31,vlogger,instagram,3452628,950862,38937,6675,5562,4451,55625,0.0585
2024-06-02,vlogger,instagram,3464479,992218,40283,6905,5754,4606,57548,0.058
2024-06-03,vlogger,instagram,3446050,849286,23720,4066,3388,2712,33886,0.0399
2024-06-04,vlogger,instagram,3462921,410601,16928,2902,2418,1936,24184,0.0589
2024-06-05,vlogger,instagram,3479611,919505,40678,6973,5811,4650,58112,0.0632
2024-06-08,vlogger,instagram,3464661,897000,41880,7179,5982,4788,59829,0.0667
2024-06-09,vlogger,instagram,3460142,300905,14049,2408,2007,1606,20070,0.0667
2024-06-10,vlogger,instagram,3464208,964532,50502,8657,7214,5773,72146,0.0748
2024-06-11,vlogger,instagram,3461679,515009,19827,3399,2832,2267,28325,0.055
2024-06-13,vlogger,instagram,3468915,767366,37385,6408,5340,4275,53408,0.0696
2024-06-14,vlogger,instagram,3475268,801094,24168,4143,3452,2764,34527,0.0431
2024-06-16,vlogger,instagram,3468516,953792,53011,9087,7573,6060,75731,0.0794
2024-06-17,vlogger,instagram,3485401,736910,37604,6446,5372,4298,53720,0.0729
2024-06-19,vlogger,instagram,3498752,697842,30237,5183,4319,3457,43196,0.0619
2024-06-20,vlogger,instagram,3481833,812177,18078,3099,2582,2068,25827,0.0318
2024-06-21,vlogger,instagram,3509297,782389,21578,3699,3082,2467,30826,0.0394
2024-06-22,vlogger,instagram,3500766,711625,34221,5866,4888,3913,48888,0.0687
2024-06-25,vlogger,instagram,3512338,433436,12378,2122,1768,1416,17684,0.0408
2024-06-27,vlogger,instagram,3498663,762831,21145,3624,3020,2419,30208,0.0396
2024-06-28,vlogger,instagram,3516607,546489,29761,5101,4251,3403,42516,0.0778
2024-06-29,vlogger,instagram,3498153,494942,16699,2862,2385,1910,23856,0.0482
2024-06-30,vlogger,instagram,3521063,864410,27409,4698,3915,3135,39157,0.0453
2024-07-01,vlogger,instagram,3515530,636018,16116,2762,2302,1843,23023,0.0362
2024-07-02,vlogger,instagram,3521588,576369,32276,5533,4610,3690,46109,0.08
2024-07-03,vlogger,instagram,3505380,864937,28819,4940,4117,3295,41171,0.0476
2024-07-04,vlogger,instagram,3510370,968380,34773,5961,4967,3976,49677,0.0513
2024-07-07,vlogger,instagram,3532241,938923,30758,5272,4394,3517,43941,0.0468
2024-07-08,vlogger,instagram,3517921,544818,20174,3458,2882,2306,28820,0.0529
2024-07-09,vlogger,instagram,3534898,398252,16057,2752,2293,1837,22939,0.0576
2024-07-12,vlogger,instagram,3521593,482622,17499,2999,2499,2002,24999,0.0518
2024-07-13,vlogger,instagram,3547133,766483,33801,5794,4828,3865,48288,0.063
2024-07-14,vlogger,instagram,3527074,777458,33578,5756,4796,3839,47969,0.0617
2024-07-15,vlogger,instagram,3548067,926671,49882,8551,7126,5701,71260,0.0769
2024-07-16,vlogger,instagram,3550885,346307,8484,1454,1212,970,12120,0.035
2024-07-18,vlogger,instagram,3540884,346843,17456,2992,2493,1997,24938,0.0719
2024-07-20,vlogger,instagram,3558573,949056,20461,3507,2923,2339,29230,0.0308
2024-07-21,vlogger,instagram,3557181,818977,20178,3459,2882,2308,28827,0.0352
2024-07-22,vlogger,instagram,3550689,671851,28781,4934,4111,3291,41117,0.0612
2024-07-23,vlogger,instagram,3547706,642165,27734,4754,3962,3171,39621,0.0617
2024-07-24,vlogger,instagram,3539543,757614,37282,6391,5326,4261,53260,0.0703
2024-07-25,vlogger,instagram,3566278,437678,22242,3813,3177,2543,31775,0.0726
2024-07-28,vlogger,instagram,3551892,679235,32711,5607,4673,3740,46731,0.0688
2024-07-29,vlogger,instagram,3571700,902433,22551,3865,3221,2579,32216,0.0357
2024-07-31,vlogger,instagram,3571922,540074,29298,5022,4185,3350,41855,0.0775
2024-08-01,vlogger,instagram,3584069,624281,30458,5221,4351,3482,43512,0.0697
2024-08-02,vlogger,instagram,3575573,753914,39791,6821,5684,4549,56845,0.0754
2024-08-04,vlogger,instagram,3579343,575959,27899,4782,3985,3190,39856,0.0692
2024-08-06,vlogger,instagram,3594829,861157,46416,7957,6630,5306,66309,0.077
