date,ad_revenue,sponsorship_revenue,est_monetization,primary_outcome_count,primary_outcome_label
2025-02-20,1467.86,0.0,1467.86,1467.86,Est. Revenue
2025-02-21,1586.92,0.0,1586.92,1586.92,Est. Revenue
2025-02-22,1959.72,0.0,1959.72,1959.72,Est. Revenue
2025-02-23,581.51,0.0,581.51,581.51,Est. Revenue
2025-02-24,2298.47,0.0,2298.47,2298.47,Est. Revenue
2025-02-25,2501.47,0.0,2501.47,2501.47,Est. Revenue
2025-02-26,617.23,0.0,617.23,617.23,Est. Revenue
2025-02-27,584.46,0.0,584.46,584.46,Est. Revenue
2025-02-28,2205.23,24339.79,26545.02,26545.02,Est. Revenue
2025-03-01,2204.59,0.0,2204.59,2204.59,Est. Revenue
2025-03-02,2456.54,0.0,2456.54,2456.54,Est. Revenue
2025-03-03,695.58,0.0,695.58,695.58,Est. Revenue
2025-03-04,1491.85,0.0,1491.85,1491.85,Est. Revenue
2025-03-05,1995.82,0.0,1995.82,1995.82,Est. Revenue
2025-03-06,1568.29,0.0,1568.29,1568.29,Est. Revenue
2025-03-07,1201.45,0.0,1201.45,1201.45,Est. Revenue
2025-03-08,1680.93,0.0,1680.93,1680.93,Est. Revenue
2025-03-09,1470.29,0.0,1470.29,1470.29,Est. Revenue
2025-03-10,1915.22,0.0,1915.22,1915.22,Est. Revenue
2025-03-11,296.25,0.0,296.25,296.25,Est. Revenue
2025-03-12,1438.14,0.0,1438.14,1438.14,Est. Revenue
2025-03-13,1411.47,0.0,1411.47,1411.47,Est. Revenue
2025-03-14,674.35,0.0,674.35,674.35,Est. Revenue
2025-03-15,283.93,0.0,283.93,283.93,Est. Revenue
2025-03-16,1841.79,0.0,1841.79,1841.79,Est. Revenue
2025-03-17,1448.53,21790.65,23239.18,23239.18,Est. Revenue
2025-03-18,746.61,0.0,746.61,746.61,Est. Revenue
2025-03-19,1316.55,0.0,1316.55,1316.55,Est. Revenue
2025-03-20,961.62,16530.07,17491.69,17491.69,Est. Revenue
2025-03-21,804.94,0.0,804.94,804.94,Est. Revenue
2025-03-22,1359.83,0.0,1359.83,1359.83,Est. Revenue
2025-03-23,614.32,0.0,614.32,614.32,Est. Revenue
2025-03-24,1217.49,0.0,1217.49,1217.49,Est. Revenue
2025-03-25,1219.85,0.0,1219.85,1219.85,Est. Revenue
2025-03-26,936.71,0.0,936.71,936.71,Est. Revenue
2025-03-27,1904.41,0.0,1904.41,1904.41,Est. Revenue
2025-03-28,1195.87,0.0,1195.87,1195.87,Est. Revenue
2025-03-29,779.88,0.0,779.88,779.88,Est. Revenue
2025-03-30,1755.0,0.0,1755.0,1755.0,Est. Revenue
2025-03-31,625.98,0.0,625.98,625.98,Est. Revenue
2025-04-01,356.86,0.0,356.86,356.86,Est. Revenue
2025-04-02,1258.86,0.0,1258.86,1258.86,Est. Revenue
2025-04-03,1731.43,0.0,1731.43,1731.43,Est. Revenue
2025-04-04,1558.85,0.0,1558.85,1558.85,Est. Revenue
2025-04-05,558.11,0.0,558.11,558.11,Est. Revenue
2025-04-06,1721.62,0.0,1721.62,1721.62,Est. Revenue
2025-04-07,2087.44,18611.71,20699.15,20699.15,Est. Revenue
2025-04-08,2032.81,0.0,2032.81,2032.81,Est. Revenue
2025-04-09,1938.07,0.0,1938.07,1938.07,Est. Revenue
2025-04-10,1494.08,18108.86,19602.94,19602.94,Est. Revenue
2025-04-11,291.11,0.0,291.11,291.11,Est. Revenue
2025-04-12,471.33,0.0,471.33,471.33,Est. Revenue
2025-04-13,1440.66,19677.96,21118.62,21118.62,Est. Revenue
2025-04-14,1590.93,0.0,1590.93,1590.93,Est. Revenue
2025-04-15,1123.96,0.0,1123.96,1123.96,Est. Revenue
2025-04-16,0.0,0.0,0.0,0.0,Est. Revenue
2025-04-17,1183.96,0.0,1183.96,1183.96,Est. Revenue
2025-04-18,1365.97,0.0,1365.97,1365.97,Est. Revenue
2025-04-19,1209.28,0.0,1209.28,1209.28,Est. Revenue
2025-04-20,1541.06,0.0,1541.06,1541.06,Est. Revenue
2025-04-21,744.51,23034.63,23779.14,23779.14,Est. Revenue
2025-04-22,1793.8,0.0,1793.8,1793.8,Est. Revenue
2025-04-23,640.98,0.0,640.98,640.98,Est. Revenue
2025-04-24,2176.31,0.0,2176.31,2176.31,Est. Revenue
2025-04-25,2538.66,0.0,2538.66,2538.66,Est. Revenue
2025-04-26,1288.81,0.0,1288.81,1288.81,Est. Revenue
2025-04-27,1236.25,0.0,1236.25,1236.25,Est. Revenue
2025-04-28,1665.34,0.0,1665.34,1665.34,Est. Revenue
2025-04-29,1644.79,0.0,1644.79,1644.79,Est. Revenue
2025-04-30,1279.94,0.0,1279.94,1279.94,Est. Revenue
2025-05-01,1781.17,0.0,1781.17,1781.17,Est. Revenue
2025-05-02,2366.3,0.0,2366.3,2366.3,Est. Revenue
2025-05-03,2167.4,0.0,2167.4,2167.4,Est. Revenue
2025-05-04,2395.13,0.0,2395.13,2395.13,Est. Revenue
2025-05-05,949.56,0.0,949.56,949.56,Est. Revenue
2025-05-06,1494.13,0.0,1494.13,1494.13,Est. Revenue
2025-05-07,2129.22,0.0,2129.22,2129.22,Est. Revenue
2025-05-08,2866.49,0.0,2866.49,2866.49,Est. Revenue
2025-05-09,2375.17,0.0,2375.17,2375.17,Est. Revenue
2025-05-10,1899.9,0.0,1899.9,1899.9,Est. Revenue
2025-05-11,2368.47,0.0,2368.47,2368.47,Est. Revenue
2025-05-12,2802.75,24938.49,27741.24,27741.24,Est. Revenue
2025-05-13,2019.64,0.0,2019.64,2019.64,Est. Revenue
2025-05-14,679.0,0.0,679.0,679.0,Est. Revenue
2025-05-15,2325.87,0.0,2325.87,2325.87,Est. Revenue
2025-05-16,1875.79,0.0,1875.79,1875.79,Est. Revenue
2025-05-17,1844.32,0.0,1844.32,1844.32,Est. Revenue
2025-05-18,0.0,0.0,0.0,0.0,Est. Revenue
2025-05-19,2431.67,0.0,2431.67,2431.67,Est. Revenue
2025-05-20,1118.5,0.0,1118.5,1118.5,Est. Revenue
2025-05-21,1333.83,0.0,1333.83,1333.83,Est. Revenue
2025-05-22,2311.71,0.0,2311.71,2311.71,Est. Revenue
2025-05-23,1362.42,0.0,1362.42,1362.42,Est. Revenue
2025-05-24,1326.3,0.0,1326.3,1326.3,Est. Revenue
2025-05-25,1773.2,0.0,1773.2,1773.2,Est. Revenue
2025-05-26,902.78,0.0,902.78,902.78,Est. Revenue
2025-05-27,2920.19,0.0,2920.19,2920.19,Est. Revenue
2025-05-28,896.97,0.0,896.97,896.97,Est. Revenue
2025-05-29,344.08,0.0,344.08,344.08,Est. Revenue
2025-05-30,1811.84,0.0,1811.84,1811.84,Est. Revenue
2025-05-31,1591.64,0.0,1591.64,1591.64,Est. Revenue
2025-06-01,2353.03,0.0,2353.03,2353.03,Est. Revenue
2025-06-02,1570.73,0.0,1570.73,1570.73,Est. Revenue
2025-06-03,2314.19,0.0,2314.19,2314.19,Est. Revenue
2025-06-04,721.04,0.0,721.04,721.04,Est. Revenue
2025-06-05,1501.57,0.0,1501.57,1501.57,Est. Revenue
2025-06-06,1497.71,0.0,1497.71,1497.71,Est. Revenue
2025-06-07,2761.92,0.0,2761.92,2761.92,Est. Revenue
2025-06-08,1390.53,0.0,1390.53,1390.53,Est. Revenue
2025-06-09,1451.68,0.0,1451.68,1451.68,Est. Revenue
2025-06-10,1623.07,0.0,1623.07,1623.07,Est. Revenue
2025-06-11,854.49,0.0,854.49,854.49,Est. Revenue
2025-06-12,2506.21,0.0,2506.21,2506.21,Est. Revenue
2025-06-13,1258.77,0.0,1258.77,1258.77,Est. Revenue
2025-06-14,1504.61,25988.11,27492.72,27492.72,Est. Revenue
2025-06-15,1691.27,19161.85,20853.12,20853.12,Est. Revenue
2025-06-16,1672.08,0.0,1672.08,1672.08,Est. Revenue
2025-06-17,1045.72,0.0,1045.72,1045.72,Est. Revenue
2025-06-18,709.54,19928.59,20638.13,20638.13,Est. Revenue
2025-06-19,1647.71,0.0,1647.71,1647.71,Est. Revenue
2025-06-20,409.87,0.0,409.87,409.87,Est. Revenue
2025-06-21,2067.07,0.0,2067.07,2067.07,Est. Revenue
2025-06-22,2271.8,0.0,2271.8,2271.8,Est. Revenue
2025-06-23,1518.63,0.0,1518.63,1518.63,Est. Revenue
2025-06-24,2886.21,0.0,2886.21,2886.21,Est. Revenue
2025-06-25,891.37,0.0,891.37,891.37,Est. Revenue
2025-06-26,1499.84,26105.54,27605.38,27605.38,Est. Revenue
2025-06-27,2634.06,17891.81,20525.87,20525.87,Est. Revenue
2025-06-28,1555.97,0.0,1555.97,1555.97,Est. Revenue
2025-06-29,954.34,0.0,954.34,954.34,Est. Revenue
2025-06-30,1312.01,0.0,1312.01,1312.01,Est. Revenue
2025-07-01,511.56,0.0,511.56,511.56,Est. Revenue
2025-07-02,2417.18,0.0,2417.18,2417.18,Est. Revenue
2025-07-03,911.66,0.0,911.66,911.66,Est. Revenue
2025-07-04,359.55,20537.28,20896.83,20896.83,Est. Revenue
2025-07-05,1443.55,0.0,1443.55,1443.55,Est. Revenue
2025-07-06,1607.14,0.0,1607.14,1607.14,Est. Revenue
2025-07-07,942.67,20602.14,21544.81,21544.81,Est. Revenue
2025-07-08,1006.75,0.0,1006.75,1006.75,Est. Revenue
2025-07-09,1521.34,0.0,1521.34,1521.34,Est. Revenue
2025-07-10,1060.03,0.0,1060.03,1060.03,Est. Revenue
2025-07-11,1914.1,0.0,1914.1,1914.1,Est. Revenue
2025-07-12,1264.94,0.0,1264.94,1264.94,Est. Revenue
2025-07-13,2852.17,0.0,2852.17,2852.17,Est. Revenue
2025-07-14,1410.38,0.0,1410.38,1410.38,Est. Revenue
2025-07-15,1462.85,0.0,1462.85,1462.85,Est. Revenue
2025-07-16,2740.57,0.0,2740.57,2740.57,Est. Revenue
2025-07-17,1246.5,0.0,1246.5,1246.5,Est. Revenue
2025-07-18,1461.31,0.0,1461.31,1461.31,Est. Revenue
2025-07-19,1552.57,0.0,1552.57,1552.57,Est. Revenue
2025-07-20,883.35,0.0,883.35,883.35,Est. Revenue
2025-07-21,2005.53,11982.8,13988.33,13988.33,Est. Revenue
2025-07-22,1056.48,0.0,1056.48,1056.48,Est. Revenue
2025-07-23,1419.64,0.0,1419.64,1419.64,Est. Revenue
2025-07-24,923.0,0.0,923.0,923.0,Est. Revenue
2025-07-25,639.54,0.0,639.54,639.54,Est. Revenue
2025-07-26,1289.64,0.0,1289.64,1289.64,Est. Revenue
2025-07-27,2432.58,0.0,2432.58,2432.58,Est. Revenue
2025-07-28,768.48,0.0,768.48,768.48,Est. Revenue
2025-07-29,2195.9,0.0,2195.9,2195.9,Est. Revenue
2025-07-30,2826.46,0.0,2826.46,2826.46,Est. Revenue
2025-07-31,1113.35,0.0,1113.35,1113.35,Est. Revenue
2025-08-01,1848.87,0.0,1848.87,1848.87,Est. Revenue
2025-08-02,1083.0,0.0,1083.0,1083.0,Est. Revenue
2025-08-03,0.0,0.0,0.0,0.0,Est. Revenue
2025-08-04,1437.1,0.0,1437.1,1437.1,Est. Revenue
2025-08-05,1774.86,0.0,1774.86,1774.86,Est. Revenue
2025-08-06,788.95,0.0,788.95,788.95,Est. Revenue
2025-08-07,1086.84,0.0,1086.84,1086.84,Est. Revenue
2025-08-08,589.58,0.0,589.58,589.58,Est. Revenue
2025-08-09,2268.45,25792.56,28061.01,28061.01,Est. Revenue
2025-08-10,2386.0,0.0,2386.0,2386.0,Est. Revenue
2025-08-11,1405.84,0.0,1405.84,1405.84,Est. Revenue
2025-08-12,1123.63,0.0,1123.63,1123.63,Est. Revenue
2025-08-13,892.69,0.0,892.69,892.69,Est. Revenue
2025-08-14,2645.93,0.0,2645.93,2645.93,Est. Revenue
2025-08-15,2192.82,0.0,2192.82,2192.82,Est. Revenue
2025-08-16,1333.34,0.0,1333.34,1333.34,Est. Revenue
2025-08-17,1662.25,0.0,1662.25,1662.25,Est. Revenue
2025-08-18,2193.29,22482.07,24675.36,24675.36,Est. Revenue
2025-08-19,1103.71,0.0,1103.71,1103.71,Est. Revenue
2025-08-20,1497.79,0.0,1497.79,1497.79,Est. Revenue
2025-08-21,756.06,0.0,756.06,756.06,Est. Revenue
2025-08-22,1909.52,0.0,1909.52,1909.52,Est. Revenue
2025-08-23,2325.12,0.0,2325.12,2325.12,Est. Revenue
2025-08-24,1194.3,0.0,1194.3,1194.3,Est. Revenue
2025-08-25,1696.93,0.0,1696.93,1696.93,Est. Revenue
2025-08-26,2817.2,0.0,2817.2,2817.2,Est. Revenue
2025-08-27,1368.05,0.0,1368.05,1368.05,Est. Revenue
2025-08-28,2552.38,0.0,2552.38,2552.38,Est. Revenue
2025-08-29,2815.47,0.0,2815.47,2815.47,Est. Revenue
2025-08-30,1106.51,0.0,1106.51,1106.51,Est. Revenue
2025-08-31,1075.72,0.0,1075.72,1075.72,Est. Revenue
2025-09-01,2256.93,24289.3,26546.23,26546.23,Est. Revenue
2025-09-02,0.0,0.0,0.0,0.0,Est. Revenue
2025-09-03,3359.34,29344.49,32703.83,32703.83,Est. Revenue
2025-09-04,2633.59,26212.02,28845.61,28845.61,Est. Revenue
2025-09-05,627.17,0.0,627.17,627.17,Est. Revenue
2025-09-06,1646.72,0.0,1646.72,1646.72,Est. Revenue
2025-09-07,3954.66,0.0,3954.66,3954.66,Est. Revenue
2025-09-08,2459.92,0.0,2459.92,2459.92,Est. Revenue
2025-09-09,2115.43,0.0,2115.43,2115.43,Est. Revenue
2025-09-10,2048.43,0.0,2048.43,2048.43,Est. Revenue
2025-09-11,1157.52,0.0,1157.52,1157.52,Est. Revenue
2025-09-12,2138.22,0.0,2138.22,2138.22,Est. Revenue
2025-09-13,1025.68,0.0,1025.68,1025.68,Est. Revenue
2025-09-14,776.73,22854.9,23631.63,23631.63,Est. Revenue
2025-09-15,1617.32,0.0,1617.32,1617.32,Est. Revenue
2025-09-16,2465.45,0.0,2465.45,2465.45,Est. Revenue
2025-09-17,1552.15,0.0,1552.15,1552.15,Est. Revenue
2025-09-18,3051.66,18224.18,21275.84,21275.84,Est. Revenue
2025-09-19,2112.13,0.0,2112.13,2112.13,Est. Revenue
2025-09-20,0.0,0.0,0.0,0.0,Est. Revenue
2025-09-21,1972.67,0.0,1972.67,1972.67,Est. Revenue
2025-09-22,1415.88,0.0,1415.88,1415.88,Est. Revenue
2025-09-23,2188.34,0.0,2188.34,2188.34,Est. Revenue
2025-09-24,1645.69,0.0,1645.69,1645.69,Est. Revenue
2025-09-25,563.37,0.0,563.37,563.37,Est. Revenue
2025-09-26,2294.0,29610.57,31904.57,31904.57,Est. Revenue
2025-09-27,2620.63,0.0,2620.63,2620.63,Est. Revenue
2025-09-28,1442.94,0.0,1442.94,1442.94,Est. Revenue
2025-09-29,818.42,0.0,818.42,818.42,Est. Revenue
2025-09-30,1118.56,0.0,1118.56,1118.56,Est. Revenue
2025-10-01,1102.21,0.0,1102.21,1102.21,Est. Revenue
2025-10-02,1518.11,21228.66,22746.77,22746.77,Est. Revenue
2025-10-03,1402.99,0.0,1402.99,1402.99,Est. Revenue
2025-10-04,3991.37,0.0,3991.37,3991.37,Est. Revenue
2025-10-05,2165.84,0.0,2165.84,2165.84,Est. Revenue
2025-10-06,1377.83,0.0,1377.83,1377.83,Est. Revenue
2025-10-07,2994.84,0.0,2994.84,2994.84,Est. Revenue
2025-10-08,1118.79,0.0,1118.79,1118.79,Est. Revenue
2025-10-09,1567.03,0.0,1567.03,1567.03,Est. Revenue
2025-10-10,2622.16,0.0,2622.16,2622.16,Est. Revenue
2025-10-11,1114.72,0.0,1114.72,1114.72,Est. Revenue
2025-10-12,1562.74,0.0,1562.74,1562.74,Est. Revenue
2025-10-13,2698.38,0.0,2698.38,2698.38,Est. Revenue
2025-10-14,445.73,0.0,445.73,445.73,Est. Revenue
2025-10-15,1731.99,23768.96,25500.95,25500.95,Est. Revenue
2025-10-16,2947.07,0.0,2947.07,2947.07,Est. Revenue
2025-10-17,2193.12,0.0,2193.12,2193.12,Est. Revenue
2025-10-18,0.0,0.0,0.0,0.0,Est. Revenue
2025-10-19,2309.08,0.0,2309.08,2309.08,Est. Revenue
2025-10-20,1777.96,0.0,1777.96,1777.96,Est. Revenue
2025-10-21,1588.49,0.0,1588.49,1588.49,Est. Revenue
2025-10-22,1821.78,0.0,1821.78,1821.78,Est. Revenue
2025-10-23,1586.53,0.0,1586.53,1586.53,Est. Revenue
2025-10-24,2492.57,0.0,2492.57,2492.57,Est. Revenue
2025-10-25,1796.16,0.0,1796.16,1796.16,Est. Revenue
2025-10-26,3095.84,0.0,3095.84,3095.84,Est. Revenue
2025-10-27,1413.14,0.0,1413.14,1413.14,Est. Revenue
2025-10-28,2327.13,0.0,2327.13,2327.13,Est. Revenue
2025-10-29,1891.93,0.0,1891.93,1891.93,Est. Revenue
2025-10-30,1517.54,0.0,1517.54,1517.54,Est. Revenue
2025-10-31,2346.17,0.0,2346.17,2346.17,Est. Revenue
2025-11-01,2438.7,0.0,2438.7,2438.7,Est. Revenue
2025-11-02,1582.89,0.0,1582.89,1582.89,Est. Revenue
2025-11-03,2519.46,0.0,2519.46,2519.46,Est. Revenue
2025-11-04,2318.39,0.0,2318.39,2318.39,Est. Revenue
2025-11-05,2465.59,0.0,2465.59,2465.59,Est. Revenue
2025-11-06,3380.85,0.0,3380.85,3380.85,Est. Revenue
2025-11-07,608.96,0.0,608.96,608.96,Est. Revenue
2025-11-08,1965.99,27458.84,29424.83,29424.83,Est. Revenue
2025-11-09,1598.43,0.0,1598.43,1598.43,Est. Revenue
2025-11-10,3496.56,0.0,3496.56,3496.56,Est. Revenue
2025-11-11,1864.35,0.0,1864.35,1864.35,Est. Revenue
2025-11-12,1418.19,0.0,1418.19,1418.19,Est. Revenue
2025-11-13,1455.5,0.0,1455.5,1455.5,Est. Revenue
2025-11-14,1283.4,0.0,1283.4,1283.4,Est. Revenue
2025-11-15,2218.49,0.0,2218.49,2218.49,Est. Revenue
2025-11-16,4043.41,0.0,4043.41,4043.41,Est. Revenue
2025-11-17,2164.79,30813.96,32978.75,32978.75,Est. Revenue
2025-11-18,3061.57,0.0,3061.57,3061.57,Est. Revenue
2025-11-19,779.41,0.0,779.41,779.41,Est. Revenue
2025-11-20,3169.24,0.0,3169.24,3169.24,Est. Revenue
2025-11-21,1045.79,0.0,1045.79,1045.79,Est. Revenue
2025-11-22,1380.42,0.0,1380.42,1380.42,Est. Revenue
2025-11-23,3099.26,0.0,3099.26,3099.26,Est. Revenue
2025-11-24,1495.5,0.0,1495.5,1495.5,Est. Revenue
2025-11-25,1628.15,0.0,1628.15,1628.15,Est. Revenue
2025-11-26,680.18,0.0,680.18,680.18,Est. Revenue
2025-11-27,0.0,0.0,0.0,0.0,Est. Revenue
2025-11-28,2416.98,0.0,2416.98,2416.98,Est. Revenue
2025-11-29,3304.6,0.0,3304.6,3304.6,Est. Revenue
2025-11-30,2861.08,28096.98,30958.06,30958.06,Est. Revenue
2025-12-01,1765.88,0.0,1765.88,1765.88,Est. Revenue
2025-12-02,2199.91,0.0,2199.91,2199.91,Est. Revenue
2025-12-03,1867.21,0.0,1867.21,1867.21,Est. Revenue
2025-12-04,2579.39,0.0,2579.39,2579.39,Est. Revenue
2025-12-05,1652.96,0.0,1652.96,1652.96,Est. Revenue
2025-12-06,2384.61,0.0,2384.61,2384.61,Est. Revenue
2025-12-07,1250.14,0.0,1250.14,1250.14,Est. Revenue
2025-12-08,2464.03,0.0,2464.03,2464.03,Est. Revenue
2025-12-09,1330.51,23005.91,24336.42,24336.42,Est. Revenue
2025-12-10,1737.16,0.0,1737.16,1737.16,Est. Revenue
2025-12-11,3836.66,0.0,3836.66,3836.66,Est. Revenue
2025-12-12,2459.62,0.0,2459.62,2459.62,Est. Revenue
2025-12-13,4069.97,0.0,4069.97,4069.97,Est. Revenue
2025-12-14,2156.78,14282.62,16439.4,16439.4,Est. Revenue
2025-12-15,1120.43,0.0,1120.43,1120.43,Est. Revenue
2025-12-16,1084.85,0.0,1084.85,1084.85,Est. Revenue
2025-12-17,3344.7,0.0,3344.7,3344.7,Est. Revenue
2025-12-18,2203.77,0.0,2203.77,2203.77,Est. Revenue
2025-12-19,2905.74,50999.67,53905.41,53905.41,Est. Revenue
2025-12-20,2450.06,45218.12,47668.18,47668.18,Est. Revenue
2025-12-21,904.35,0.0,904.35,904.35,Est. Revenue
2025-12-22,1097.8,0.0,1097.8,1097.8,Est. Revenue
2025-12-23,1770.63,0.0,1770.63,1770.63,Est. Revenue
2025-12-24,2574.0,0.0,2574.0,2574.0,Est. Revenue
2025-12-25,1738.9,0.0,1738.9,1738.9,Est. Revenue
2025-12-26,1200.83,0.0,1200.83,1200.83,Est. Revenue
2025-12-27,1198.45,0.0,1198.45,1198.45,Est. Revenue
2025-12-28,2955.31,0.0,2955.31,2955.31,Est. Revenue
2025-12-29,4091.8,0.0,4091.8,4091.8,Est. Revenue
2025-12-30,3767.69,0.0,3767.69,3767.69,Est. Revenue
2025-12-31,2737.52,0.0,2737.52,2737.52,Est. Revenue
