date,booking_inquiries,show_up_rate,completed_visits,returning_inquiries,new_inquiries,primary_outcome_count,primary_outcome_label
2025-02-26,2,0.7734633306035515,2,1,1,2,Completed Visits
2025-02-27,4,0.8010723499822558,3,2,2,3,Completed Visits
2025-02-28,4,0.8458543320077431,3,2,2,3,Completed Visits
2025-03-01,4,0.7972823744546624,3,2,2,3,Completed Visits
2025-03-02,3,0.8267293060071009,2,1,2,2,Completed Visits
2025-03-03,4,0.7988205370651587,3,2,2,3,Completed Visits
2025-03-04,3,0.8265504050188187,2,1,2,2,Completed Visits
2025-03-05,2,0.8060880340101017,2,1,1,2,Completed Visits
2025-03-06,4,0.8166615636223797,3,2,2,3,Completed Visits
2025-03-07,2,0.8017332479902571,2,1,1,2,Completed Visits
2025-03-08,4,0.787375289322762,3,2,2,3,Completed Visits
2025-03-09,4,0.778398998244295,3,2,2,3,Completed Visits
2025-03-10,4,0.7379393126640348,3,2,2,3,Completed Visits
2025-03-11,2,0.7775460592392823,2,1,1,2,Completed Visits
2025-03-12,4,0.7499391940893113,3,2,2,3,Completed Visits
2025-03-13,2,0.7530560195004329,2,1,1,2,Completed Visits
2025-03-14,2,0.7469125473068864,1,1,1,1,Completed Visits
2025-03-15,4,0.8174570641647938,3,2,2,3,Completed Visits
2025-03-16,3,0.7519360510534812,2,2,1,2,Completed Visits
2025-03-17,4,0.8400773270051979,3,2,2,3,Completed Visits
2025-03-18,3,0.8005377928948014,2,1,2,2,Completed Visits
2025-03-19,4,0.8001794515771571,3,2,2,3,Completed Visits
2025-03-20,5,0.8723561788632196,4,2,3,4,Completed Visits
2025-03-21,2,0.8346457508191487,2,1,1,2,Completed Visits
2025-03-22,3,0.7454847731688773,2,2,1,2,Completed Visits
2025-03-23,2,0.7974837217553746,2,1,1,2,Completed Visits
2025-03-24,3,0.8048311519957008,2,1,2,2,Completed Visits
2025-03-25,2,0.8030594477231916,2,1,1,2,Completed Visits
2025-03-26,2,0.814092460805952,2,1,1,2,Completed Visits
2025-03-27,3,0.8484111024184616,3,2,1,3,Completed Visits
2025-03-28,2,0.9082990509929042,2,1,1,2,Completed Visits
2025-03-29,3,0.790736923223366,2,2,1,2,Completed Visits
2025-03-30,4,0.8102325389700664,3,2,2,3,Completed Visits
2025-03-31,2,0.7818941263995529,2,1,1,2,Completed Visits
2025-04-01,2,0.7948286878685737,2,1,1,2,Completed Visits
2025-04-02,3,0.8632136937318527,3,2,1,3,Completed Visits
2025-04-03,3,0.8122300073681735,2,1,2,2,Completed Visits
2025-04-04,4,0.7988151881990859,3,2,2,3,Completed Visits
2025-04-05,4,0.8534215713236724,3,2,2,3,Completed Visits
2025-04-06,3,0.8369633739634008,3,2,1,3,Completed Visits
2025-04-07,5,0.7923380525632048,4,2,3,4,Completed Visits
2025-04-08,3,0.7699268291321961,2,1,2,2,Completed Visits
2025-04-09,5,0.7996036980745335,4,2,3,4,Completed Visits
2025-04-10,5,0.8070604239752147,4,2,3,4,Completed Visits
2025-04-11,3,0.8062641780548685,2,1,2,2,Completed Visits
2025-04-12,3,0.8170217571525241,2,2,1,2,Completed Visits
2025-04-13,3,0.8349568125967968,3,2,1,3,Completed Visits
2025-04-14,3,0.8299720616490583,2,1,2,2,Completed Visits
2025-04-15,4,0.7991309726113645,3,2,2,3,Completed Visits
2025-04-16,2,0.809805865381047,2,1,1,2,Completed Visits
2025-04-17,3,0.8031300177385823,2,2,1,2,Completed Visits
2025-04-18,3,0.8382692281484295,3,1,2,3,Completed Visits
2025-04-19,4,0.885392769719978,4,2,2,4,Completed Visits
2025-04-20,3,0.7454758522766699,2,1,2,2,Completed Visits
2025-04-21,3,0.8061511798719142,2,2,1,2,Completed Visits
2025-04-22,3,0.7789293701445631,2,2,1,2,Completed Visits
2025-04-23,3,0.8158615020202229,2,2,1,2,Completed Visits
2025-04-24,4,0.7841491459122386,3,2,2,3,Completed Visits
2025-04-25,4,0.771796213023751,3,2,2,3,Completed Visits
2025-04-26,3,0.8677951277787798,3,2,1,3,Completed Visits
2025-04-27,3,0.7945321561862402,2,1,2,2,Completed Visits
2025-04-28,3,0.7374611974602774,2,2,1,2,Completed Visits
2025-04-29,3,0.8026584537420366,2,2,1,2,Completed Visits
2025-04-30,3,0.8421390061722991,3,1,2,3,Completed Visits
2025-05-01,5,0.8817410457662445,4,3,2,4,Completed Visits
2025-05-02,3,0.779526990120087,2,2,1,2,Completed Visits
2025-05-03,3,0.7829674839000004,2,2,1,2,Completed Visits
2025-05-04,3,0.8606959997738978,3,2,1,3,Completed Visits
2025-05-05,2,0.8261050870937786,2,1,1,2,Completed Visits
2025-05-06,3,0.8021964235823098,2,1,2,2,Completed Visits
2025-05-07,6,0.8338213984694823,5,3,3,5,Completed Visits
2025-05-08,3,0.8665606310497869,3,2,1,3,Completed Visits
2025-05-09,3,0.8044015115505146,2,2,1,2,Completed Visits
2025-05-10,4,0.7633513184674456,3,2,2,3,Completed Visits
2025-05-11,3,0.716909867717707,2,1,2,2,Completed Visits
2025-05-12,4,0.816809824485308,3,2,2,3,Completed Visits
2025-05-13,3,0.8113439827380224,2,1,2,2,Completed Visits
2025-05-14,5,0.8288598139107026,4,2,3,4,Completed Visits
2025-05-15,3,0.7896621403323507,2,2,1,2,Completed Visits
2025-05-16,3,0.79476006619201,2,2,1,2,Completed Visits
2025-05-17,3,0.8174738039896828,2,1,2,2,Completed Visits
2025-05-18,3,0.849417767467358,3,2,1,3,Completed Visits
2025-05-19,5,0.7909065028821114,4,2,3,4,Completed Visits
2025-05-20,4,0.8439164156506769,3,2,2,3,Completed Visits
2025-05-21,2,0.7426003146431355,1,1,1,1,Completed Visits
2025-05-22,3,0.7692222122036886,2,2,1,2,Completed Visits
2025-05-23,3,0.8286354059891554,2,2,1,2,Completed Visits
2025-05-24,3,0.7364746364252025,2,1,2,2,Completed Visits
2025-05-25,3,0.8015890787117522,2,2,1,2,Completed Visits
2025-05-26,3,0.809923355462205,2,2,1,2,Completed Visits
2025-05-27,3,0.7669577226170184,2,1,2,2,Completed Visits
2025-05-28,3,0.8666575366865152,3,2,1,3,Completed Visits
2025-05-29,5,0.8359216311969889,4,2,3,4,Completed Visits
2025-05-30,4,0.7722355264319155,3,2,2,3,Completed Visits
2025-05-31,3,0.7744875822961387,2,2,1,2,Completed Visits
2025-06-01,3,0.8404739178927667,3,2,1,3,Completed Visits
2025-06-02,3,0.8340644140347729,3,1,2,3,Completed Visits
2025-06-03,4,0.869947408013016,3,2,2,3,Completed Visits
2025-06-04,3,0.8520271975512721,3,1,2,3,Completed Visits
2025-06-05,4,0.7946778924175959,3,2,2,3,Completed Visits
2025-06-06,2,0.7688970890517128,2,1,1,2,Completed Visits
2025-06-07,3,0.8454837331233043,3,2,1,3,Completed Visits
2025-06-08,3,0.8270046743357087,2,2,1,2,Completed Visits
2025-06-09,3,0.8738095875438295,3,2,1,3,Completed Visits
2025-06-10,5,0.8062986554032574,4,3,2,4,Completed Visits
2025-06-11,4,0.8081319607684817,3,2,2,3,Completed Visits
2025-06-12,3,0.8461176475952223,3,2,1,3,Completed Visits
2025-06-13,3,0.8078244188767615,2,2,1,2,Completed Visits
2025-06-14,4,0.8065651423468628,3,2,2,3,Completed Visits
2025-06-15,3,0.7773286449264092,2,1,2,2,Completed Visits
2025-06-16,3,0.7138985776577728,2,1,2,2,Completed Visits
2025-06-17,4,0.7314746472716834,3,2,2,3,Completed Visits
2025-06-18,2,0.8942895195625148,2,1,1,2,Completed Visits
2025-06-19,3,0.7661369290089021,2,2,1,2,Completed Visits
2025-06-20,4,0.8497032773428546,3,2,2,3,Completed Visits
2025-06-21,2,0.7361401962020543,1,1,1,1,Completed Visits
2025-06-22,3,0.7903193466798415,2,2,1,2,Completed Visits
2025-06-23,3,0.8383052640704567,3,1,2,3,Completed Visits
2025-06-24,4,0.7513283480370553,3,2,2,3,Completed Visits
2025-06-25,3,0.8204517494492779,2,1,2,2,Completed Visits
2025-06-26,3,0.7424044264463093,2,2,1,2,Completed Visits
2025-06-27,3,0.8352451047798554,3,1,2,3,Completed Visits
2025-06-28,4,0.8081931997793774,3,2,2,3,Completed Visits
2025-06-29,5,0.726985054463178,4,2,3,4,Completed Visits
2025-06-30,2,0.7937687991265251,2,1,1,2,Completed Visits
2025-07-01,5,0.8383415280187825,4,3,2,4,Completed Visits
2025-07-02,3,0.8619358536472587,3,2,1,3,Completed Visits
2025-07-03,3,0.8317318304776017,2,2,1,2,Completed Visits
2025-07-04,3,0.8074554136940115,2,2,1,2,Completed Visits
2025-07-05,5,0.8242189776309203,4,2,3,4,Completed Visits
2025-07-06,4,0.7541589570950339,3,2,2,3,Completed Visits
2025-07-07,2,0.8177085991301603,2,1,1,2,Completed Visits
2025-07-08,2,0.8233524122088349,2,1,1,2,Completed Visits
2025-07-09,3,0.8111751111931493,2,1,2,2,Completed Visits
2025-07-10,3,0.7760060853434919,2,1,2,2,Completed Visits
2025-07-11,4,0.8105848337213248,3,2,2,3,Completed Visits
2025-07-12,3,0.8254466818025626,2,1,2,2,Completed Visits
2025-07-13,4,0.8532100341020983,3,2,2,3,Completed Visits
2025-07-14,3,0.8779750799144933,3,2,1,3,Completed Visits
2025-07-15,4,0.7683486445539118,3,2,2,3,Completed Visits
2025-07-16,3,0.8278109118045349,2,2,1,2,Completed Visits
2025-07-17,3,0.7883425585188744,2,2,1,2,Completed Visits
2025-07-18,3,0.8240247213685179,2,1,2,2,Completed Visits
2025-07-19,3,0.7734389180330344,2,1,2,2,Completed Visits
2025-07-20,2,0.819128329699043,2,1,1,2,Completed Visits
2025-07-21,3,0.7683593326992019,2,2,1,2,Completed Visits
2025-07-22,2,0.7531846969206297,2,1,1,2,Completed Visits
2025-07-23,3,0.7706879932726574,2,2,1,2,Completed Visits
2025-07-24,4,0.7931709736059573,3,2,2,3,Completed Visits
2025-07-25,5,0.7828030185608249,4,3,2,4,Completed Visits
2025-07-26,4,0.8612013428928127,3,2,2,3,Completed Visits
2025-07-27,3,0.7672356773125105,2,2,1,2,Completed Visits
2025-07-28,3,0.8044251832068926,2,2,1,2,Completed Visits
2025-07-29,4,0.7427869436710594,3,2,2,3,Completed Visits
2025-07-30,4,0.7858567416428826,3,2,2,3,Completed Visits
2025-07-31,3,0.8101382329526701,2,2,1,2,Completed Visits
2025-08-01,5,0.8035292496946691,4,2,3,4,Completed Visits
2025-08-02,4,0.8510684566589133,3,2,2,3,Completed Visits
2025-08-03,3,0.8482947628023688,3,2,1,3,Completed Visits
2025-08-04,3,0.7456540260332185,2,1,2,2,Completed Visits
2025-08-05,3,0.8263820987827823,2,2,1,2,Completed Visits
2025-08-06,3,0.812850820085057,2,2,1,2,Completed Visits
2025-08-07,3,0.8367198528474816,3,2,1,3,Completed Visits
2025-08-08,5,0.8250932327010873,4,3,2,4,Completed Visits
2025-08-09,4,0.8599153085408131,3,2,2,3,Completed Visits
2025-08-10,4,0.7871470071593765,3,2,2,3,Completed Visits
2025-08-11,3,0.8184283822813521,2,2,1,2,Completed Visits
2025-08-12,5,0.7800703254584807,4,2,3,4,Completed Visits
2025-08-13,2,0.8485230476173751,2,1,1,2,Completed Visits
2025-08-14,4,0.821965494370984,3,2,2,3,Completed Visits
2025-08-15,4,0.8442815514906459,3,2,2,3,Completed Visits
2025-08-16,4,0.8286120658539757,3,2,2,3,Completed Visits
2025-08-17,5,0.8195926353905141,4,2,3,4,Completed Visits
2025-08-18,3,0.8034249892562481,2,1,2,2,Completed Visits
2025-08-19,3,0.7827092649956026,2,2,1,2,Completed Visits
2025-08-20,2,0.8380239481010903,2,1,1,2,Completed Visits
2025-08-21,4,0.8271985523734682,3,2,2,3,Completed Visits
2025-08-22,4,0.79014529013276,3,2,2,3,Completed Visits
2025-08-23,3,0.7747970537318876,2,2,1,2,Completed Visits
2025-08-24,2,0.8350637578384518,2,1,1,2,Completed Visits
2025-08-25,3,0.8501919700455253,3,2,1,3,Completed Visits
2025-08-26,3,0.7632495485260368,2,2,1,2,Completed Visits
2025-08-27,5,0.8678908517344788,4,3,2,4,Completed Visits
2025-08-28,3,0.8098234059744771,2,1,2,2,Completed Visits
2025-08-29,3,0.898893372156044,3,1,2,3,Completed Visits
2025-08-30,4,0.757399559237039,3,2,2,3,Completed Visits
2025-08-31,2,0.7720549529597558,2,1,1,2,Completed Visits
2025-09-01,5,0.8110552065352481,4,2,3,4,Completed Visits
2025-09-02,3,0.8845629877300147,3,1,2,3,Completed Visits
2025-09-03,5,0.745384352555929,4,3,2,4,Completed Visits
2025-09-04,3,0.7887812115346509,2,1,2,2,Completed Visits
2025-09-05,5,0.7882171388962623,4,3,2,4,Completed Visits
2025-09-06,3,0.7265679216709503,2,2,1,2,Completed Visits
2025-09-07,2,0.8432194753885522,2,1,1,2,Completed Visits
2025-09-08,4,0.7957459464750473,3,2,2,3,Completed Visits
2025-09-09,3,0.8059252080818201,2,2,1,2,Completed Visits
2025-09-10,4,0.8605807993565024,3,2,2,3,Completed Visits
2025-09-11,2,0.8685121215486051,2,1,1,2,Completed Visits
2025-09-12,5,0.9055730670453843,5,3,2,5,Completed Visits
2025-09-13,2,0.7791878908646611,2,1,1,2,Completed Visits
2025-09-14,3,0.7844285388644774,2,2,1,2,Completed Visits
2025-09-15,3,0.8059041857483028,2,2,1,2,Completed Visits
2025-09-16,3,0.7843246215568193,2,1,2,2,Completed Visits
2025-09-17,3,0.8532329395453235,3,2,1,3,Completed Visits
2025-09-18,4,0.8505881952669766,3,2,2,3,Completed Visits
2025-09-19,3,0.8336450442124053,3,2,1,3,Completed Visits
2025-09-20,4,0.7687725094098938,3,2,2,3,Completed Visits
2025-09-21,4,0.8564845538328905,3,2,2,3,Completed Visits
2025-09-22,5,0.8176568750971575,4,3,2,4,Completed Visits
2025-09-23,3,0.8069382279520464,2,1,2,2,Completed Visits
2025-09-24,4,0.8825182367545418,4,2,2,4,Completed Visits
2025-09-25,4,0.8475272288600841,3,2,2,3,Completed Visits
2025-09-26,3,0.7992607376426694,2,1,2,2,Completed Visits
2025-09-27,4,0.8041923252689783,3,2,2,3,Completed Visits
2025-09-28,3,0.8190002241569683,2,1,2,2,Completed Visits
2025-09-29,3,0.8133110969499451,2,2,1,2,Completed Visits
2025-09-30,3,0.8147204988079542,2,2,1,2,Completed Visits
2025-10-01,5,0.75454563877496,4,3,2,4,Completed Visits
2025-10-02,3,0.8336933984140696,3,2,1,3,Completed Visits
2025-10-03,6,0.8636652208023268,5,3,3,5,Completed Visits
2025-10-04,5,0.8365726937341392,4,3,2,4,Completed Visits
2025-10-05,5,0.8137822511179157,4,2,3,4,Completed Visits
2025-10-06,6,0.8530249515701026,5,3,3,5,Completed Visits
2025-10-07,3,0.8159025093750809,2,2,1,2,Completed Visits
2025-10-08,5,0.7964593321069253,4,3,2,4,Completed Visits
2025-10-09,3,0.7901939080936836,2,2,1,2,Completed Visits
2025-10-10,3,0.7449567460868599,2,2,1,2,Completed Visits
2025-10-11,5,0.9146523680707993,5,2,3,5,Completed Visits
2025-10-12,3,0.7983056736431376,2,2,1,2,Completed Visits
2025-10-13,3,0.7955170427151634,2,2,1,2,Completed Visits
2025-10-14,3,0.8333519660096629,3,2,1,3,Completed Visits
2025-10-15,4,0.7557988822229794,3,2,2,3,Completed Visits
2025-10-16,6,0.7055491602951123,4,3,3,4,Completed Visits
2025-10-17,4,0.8329170694825876,3,2,2,3,Completed Visits
2025-10-18,3,0.8097757235899795,2,1,2,2,Completed Visits
2025-10-19,3,0.7777538420336729,2,2,1,2,Completed Visits
2025-10-20,3,0.752779296184172,2,1,2,2,Completed Visits
2025-10-21,3,0.8440901507111755,3,2,1,3,Completed Visits
2025-10-22,4,0.7853182318732037,3,2,2,3,Completed Visits
2025-10-23,5,0.7402041882573819,4,3,2,4,Completed Visits
2025-10-24,5,0.8134580182721107,4,2,3,4,Completed Visits
2025-10-25,3,0.7941742977154549,2,1,2,2,Completed Visits
2025-10-26,3,0.7989856809830197,2,2,1,2,Completed Visits
2025-10-27,2,0.7728492622112505,2,1,1,2,Completed Visits
2025-10-28,2,0.8281105088347259,2,1,1,2,Completed Visits
2025-10-29,4,0.7641146546653834,3,2,2,3,Completed Visits
2025-10-30,4,0.7309514413903807,3,2,2,3,Completed Visits
2025-10-31,2,0.7804002426875775,2,1,1,2,Completed Visits
2025-11-01,3,0.7410362884047569,2,2,1,2,Completed Visits
2025-11-02,3,0.7931362201249229,2,2,1,2,Completed Visits
2025-11-03,3,0.6574194755693098,2,2,1,2,Completed Visits
2025-11-04,2,0.7275146288665035,1,1,1,1,Completed Visits
2025-11-05,4,0.7837233034502525,3,2,2,3,Completed Visits
2025-11-06,3,0.7543271139824499,2,2,1,2,Completed Visits
2025-11-07,3,0.7189748317923506,2,2,1,2,Completed Visits
2025-11-08,2,0.7794641712766455,2,1,1,2,Completed Visits
2025-11-09,2,0.682701582816285,1,1,1,1,Completed Visits
2025-11-10,2,0.7393659393665454,1,1,1,1,Completed Visits
2025-11-11,4,0.7403349994205664,3,2,2,3,Completed Visits
2025-11-12,2,0.6767041401977004,1,1,1,1,Completed Visits
2025-11-13,2,0.7491253072123886,1,1,1,1,Completed Visits
2025-11-14,3,0.7517814441553917,2,2,1,2,Completed Visits
2025-11-15,3,0.7435529577620085,2,2,1,2,Completed Visits
2025-11-16,2,0.7077349318632589,1,1,1,1,Completed Visits
2025-11-17,2,0.7206568547599996,1,1,1,1,Completed Visits
2025-11-18,3,0.6893198415608492,2,2,1,2,Completed Visits
2025-11-19,2,0.6799120313573562,1,1,1,1,Completed Visits
2025-11-20,3,0.6901561200989085,2,2,1,2,Completed Visits
2025-11-21,2,0.756022839678958,2,1,1,2,Completed Visits
2025-11-22,2,0.7118029735232938,1,1,1,1,Completed Visits
2025-11-23,3,0.7136681263917071,2,1,2,2,Completed Visits
2025-11-24,2,0.7379716617451616,1,1,1,1,Completed Visits
2025-11-25,2,0.7593824547815233,2,1,1,2,Completed Visits
2025-11-26,2,0.7189935728222545,1,1,1,1,Completed Visits
2025-11-27,2,0.6783503759354561,1,1,1,1,Completed Visits
2025-11-28,2,0.7589473350170972,2,1,1,2,Completed Visits
2025-11-29,4,0.6795614695284957,3,2,2,3,Completed Visits
2025-11-30,4,0.7158342566309881,3,2,2,3,Completed Visits
2025-12-01,3,0.7254777150953822,2,2,1,2,Completed Visits
2025-12-02,3,0.6343203812404374,2,2,1,2,Completed Visits
2025-12-03,2,0.7689207262274249,2,1,1,2,Completed Visits
2025-12-04,2,0.7900027202011298,2,1,1,2,Completed Visits
2025-12-05,2,0.7174076063169386,1,1,1,1,Completed Visits
2025-12-06,3,0.7333550916043554,2,1,2,2,Completed Visits
2025-12-07,2,0.7085698907497135,1,1,1,1,Completed Visits
2025-12-08,3,0.7045779656612854,2,2,1,2,Completed Visits
2025-12-09,3,0.7498307454357435,2,2,1,2,Completed Visits
2025-12-10,2,0.7162099120478727,1,1,1,1,Completed Visits
2025-12-11,2,0.7223707193565414,1,1,1,1,Completed Visits
2025-12-12,2,0.6756485086719142,1,1,1,1,Completed Visits
2025-12-13,2,0.7789242006554699,2,1,1,2,Completed Visits
2025-12-14,2,0.7676696085811824,2,1,1,2,Completed Visits
2025-12-15,2,0.6452707519291627,1,1,1,1,Completed Visits
2025-12-16,2,0.7535932169932092,2,1,1,2,Completed Visits
2025-12-17,2,0.7494617387013133,1,1,1,1,Completed Visits
2025-12-18,2,0.7194452482967194,1,1,1,1,Completed Visits
2025-12-19,2,0.7588919038843353,2,1,1,2,Completed Visits
2025-12-20,3,0.7344208035846016,2,2,1,2,Completed Visits
2025-12-21,2,0.7137975035551334,1,1,1,1,Completed Visits
2025-12-22,2,0.6867470214452082,1,1,1,1,Completed Visits
2025-12-23,2,0.6681849522698862,1,1,1,1,Completed Visits
2025-12-24,2,0.6914680671517226,1,1,1,1,Completed Visits
2025-12-25,3,0.7972913172587046,2,1,2,2,Completed Visits
2025-12-26,3,0.7392020624255415,2,2,1,2,Completed Visits
2025-12-27,3,0.6948602224694629,2,2,1,2,Completed Visits
2025-12-28,2,0.6929732891108793,1,1,1,1,Completed Visits
2025-12-29,4,0.7202229046003216,3,2,2,3,Completed Visits
2025-12-30,2,0.7492775549833399,1,1,1,1,Completed Visits
2025-12-31,2,0.6948482037998719,1,1,1,1,Completed Visits
