date,baseline_sessions,social_sessions,direct_sessions,search_sessions,other_sessions,total_sessions,new_sessions,returning_sessions,non_social_conversion_rate,social_conversion_rate,orders,aov,revenue,primary_outcome_count,primary_outcome_label,orders_expected_baseline,orders_shortfall
2024-08-08,639,146,201,314,124,785,537,248,0.019477574514812943,0.034926820275917814,18,70.72,1272.96,18,Orders,18,0
2024-08-09,674,492,202,359,113,1166,809,357,0.012876294735507233,0.0469478976172636,32,79.22,2535.04,32,Orders,32,0
2024-08-10,687,418,190,384,113,1105,785,320,0.0165504663644843,0.03914219351453535,28,87.86,2460.08,28,Orders,28,0
2024-08-11,679,627,199,362,118,1306,930,376,0.024143329704057744,0.06063578081384507,54,66.63,3598.02,54,Orders,54,0
2024-08-12,679,447,231,326,122,1126,782,344,0.012539505907133486,0.036839718987020244,25,71.28,1782.0,25,Orders,25,0
2024-08-13,675,426,201,343,131,1101,725,376,0.011278293104989049,0.030023793764806322,20,75.61,1512.2,20,Orders,20,0
2024-08-14,678,296,223,369,86,974,650,324,0.010817508151261063,0.026716123937552735,15,72.73,1090.95,15,Orders,15,0
2024-08-15,709,125,223,336,150,834,564,270,0.012300805669309888,0.039239540522703474,14,80.28,1123.92,14,Orders,14,0
2024-08-16,688,178,180,387,121,866,572,294,0.015779094119317667,0.02754384974149345,16,76.69,1227.04,16,Orders,16,0
2024-08-17,683,72,189,329,165,755,499,256,0.01756069860575256,0.02795458969137296,14,76.82,1075.48,14,Orders,14,0
2024-08-18,664,276,181,326,157,940,635,305,0.021983998850905986,0.036475271032208566,25,70.38,1759.5,25,Orders,25,0
2024-08-19,734,247,249,368,117,981,655,326,0.021665826894992968,0.0275300935414449,23,66.45,1528.35,23,Orders,23,0
2024-08-20,683,124,196,381,106,807,522,285,0.012320812082748425,0.04850442924731411,14,71.22,997.08,14,Orders,14,0
2024-08-21,747,208,198,375,174,955,638,317,0.02183628119353101,0.04196099349726743,25,82.95,2073.75,25,Orders,25,0
2024-08-22,684,372,205,326,153,1056,696,360,0.01197812757924885,0.05071061066669133,27,74.42,2009.34,27,Orders,27,0
2024-08-23,659,719,186,333,140,1378,928,450,0.011356208782367611,0.050319176746910256,44,84.31,3709.64,44,Orders,44,0
2024-08-24,685,976,201,351,133,1661,1135,526,0.012054265524707633,0.051278507546530114,58,82.56,4788.48,58,Orders,58,0
2024-08-25,683,554,181,349,153,1237,809,428,0.018859058833086802,0.025907702478169616,27,81.7,2205.9,27,Orders,27,0
2024-08-26,684,329,189,402,93,1013,697,316,0.024034782292870586,0.03480038831917079,28,74.08,2074.24,28,Orders,28,0
2024-08-27,691,293,227,325,139,984,670,314,0.018272576557141047,0.03512040277558311,23,93.09,2141.07,23,Orders,23,0
2024-08-28,690,134,196,382,112,824,544,280,0.015598491955550353,0.025630818153596205,14,78.1,1093.4,14,Orders,14,0
2024-08-29,737,200,198,364,175,937,599,338,0.020276155352594537,0.04969170169814547,25,64.14,1603.5,25,Orders,25,0
2024-08-30,664,335,208,335,121,999,681,318,0.014581198890789867,0.06431720584748286,31,84.13,2608.03,31,Orders,31,0
2024-08-31,659,509,188,330,141,1168,798,370,0.022466720726958978,0.045080015243544685,38,70.9,2694.2,38,Orders,38,0
2024-09-01,660,391,198,327,135,1051,739,312,0.016670466188227925,0.04129019756152686,27,83.42,2252.34,27,Orders,27,0
2024-09-02,738,369,193,410,135,1107,746,361,0.02215791063030083,0.050507923187815836,35,63.45,2220.75,35,Orders,35,0
2024-09-03,688,340,182,391,115,1028,659,369,0.024664682842876585,0.04055351886889332,31,64.0,1984.0,31,Orders,31,0
2024-09-04,702,150,245,375,82,852,580,272,0.010049715823012116,0.029226468179044927,11,69.93,769.23,11,Orders,11,0
2024-09-05,744,120,211,360,173,864,575,289,0.010512709640730068,0.03287033747105022,12,70.94,851.28,12,Orders,12,0
2024-09-06,700,275,222,349,129,975,641,334,0.013284578124311146,0.04727467802213464,22,67.81,1491.82,22,Orders,22,0
2024-09-07,649,138,162,340,147,787,493,294,0.01797484352034088,0.04545448926012519,18,70.2,1263.6,18,Orders,18,0
2024-09-08,711,273,215,346,150,984,644,340,0.020621229846985122,0.049636969158241645,28,82.04,2297.12,28,Orders,28,0
2024-09-09,734,298,192,381,161,1032,667,365,0.022978027702623995,0.032938220445738735,27,80.12,2163.24,27,Orders,27,0
2024-09-10,772,149,244,378,150,921,557,364,0.012742705029382882,0.04491510568785042,17,70.91,1205.47,17,Orders,17,0
2024-09-11,750,153,239,399,112,903,546,357,0.01820568624696474,0.048411677253434975,21,76.73,1611.33,21,Orders,21,0
2024-09-12,702,140,213,330,159,842,531,311,0.01679225171917962,0.04360729549758771,18,72.55,1305.9,18,Orders,18,0
2024-09-13,703,70,222,366,115,773,485,288,0.01629264433825381,0.0294571570936263,14,82.21,1150.94,14,Orders,14,0
2024-09-14,703,253,190,362,151,956,653,303,0.01080188890974918,0.04106199034031326,18,78.55,1413.9,18,Orders,18,0
2024-09-15,684,321,189,380,115,1005,667,338,0.020773880104450804,0.047518730169065757,29,85.18,2470.22,29,Orders,29,0
2024-09-16,749,553,252,355,142,1302,871,431,0.02060750622271348,0.043789735848741754,40,80.84,3233.6,40,Orders,40,0
2024-09-17,691,373,213,352,126,1064,744,320,0.017264522080415325,0.025743598341270248,22,57.62,1267.64,22,Orders,22,0
2024-09-18,686,161,167,383,136,847,536,311,0.017910834839535157,0.027790696980327788,17,71.01,1207.17,17,Orders,17,0
2024-09-19,656,192,204,312,140,848,543,305,0.011164471805386317,0.042077188889544544,15,70.69,1060.35,15,Orders,15,0
2024-09-20,643,248,162,343,138,891,575,316,0.02419582423918969,0.029629239361505844,23,77.95,1792.85,23,Orders,23,0
2024-09-21,690,479,185,370,135,1169,743,426,0.02136735320121001,0.06151293826337202,44,69.5,3058.0,44,Orders,44,0
2024-09-22,721,220,235,334,152,941,608,333,0.021403356294743405,0.04462322770924569,25,66.77,1669.25,25,Orders,25,0
2024-09-23,668,199,228,311,129,867,556,311,0.01835185404375962,0.047870708342452654,22,66.86,1470.92,22,Orders,22,0
2024-09-24,685,227,179,366,140,912,575,337,0.017847063935481335,0.030459960063936694,19,80.36,1526.84,19,Orders,19,0
2024-09-25,657,267,165,352,140,924,613,311,0.011444284859076911,0.05251151597396771,22,76.93,1692.46,22,Orders,22,0
2024-09-26,666,269,213,285,168,935,606,329,0.012605670652948849,0.02546515902795514,15,73.05,1095.75,15,Orders,15,0
2024-09-27,675,231,213,321,141,906,621,285,0.020571496533035694,0.02883936137385228,21,75.73,1590.33,21,Orders,21,0
2024-09-28,741,96,263,346,132,837,549,288,0.01965099890002392,0.04895036037664942,19,89.13,1693.47,19,Orders,19,0
2024-09-29,789,181,202,432,155,970,635,335,0.012804770276231774,0.03878543261971834,17,82.81,1407.77,17,Orders,17,0
2024-09-30,753,211,188,381,184,964,666,298,0.014556590455205388,0.04473198412932912,20,77.41,1548.2,20,Orders,20,0
2024-10-01,721,352,210,390,121,1073,683,390,0.011805231126185247,0.033211609470720056,20,66.27,1325.4,20,Orders,20,0
2024-10-02,692,422,215,352,125,1114,741,373,0.023244934294641657,0.033863296171222135,30,72.13,2163.9,30,Orders,30,0
2024-10-03,756,492,203,409,144,1248,817,431,0.023129420566021217,0.0594667595676794,47,71.43,3357.21,47,Orders,47,0
2024-10-04,683,215,216,363,104,898,579,319,0.021022113532837994,0.047397049337591916,25,77.1,1927.5,25,Orders,25,0
2024-10-05,669,398,211,320,138,1067,778,289,0.020880300246106768,0.06110405396413785,38,78.23,2972.74,38,Orders,38,0
2024-10-06,764,273,202,362,200,1037,654,383,0.017492710371918158,0.032575123875428456,22,82.58,1816.76,22,Orders,22,0
2024-10-07,674,206,196,367,111,880,570,310,0.021153439748075327,0.039043331765450995,22,86.39,1900.58,22,Orders,22,0
2024-10-08,763,282,188,429,146,1045,627,418,0.01249079336979696,0.03587970884494893,20,76.67,1533.4,20,Orders,20,0
2024-10-09,725,634,205,388,132,1359,907,452,0.018102788103489184,0.045415969722278196,42,60.38,2535.96,42,Orders,42,0
2024-10-10,762,447,228,365,169,1209,834,375,0.018212119737540656,0.03472844048493175,29,79.95,2318.55,29,Orders,29,0
2024-10-11,670,196,181,328,161,866,595,271,0.022995064933132154,0.03489131867316655,22,83.18,1829.96,22,Orders,22,0
2024-10-12,753,174,211,363,179,927,600,327,0.023610523370181782,0.03442171045743563,24,75.34,1808.16,24,Orders,24,0
2024-10-13,753,345,254,354,145,1098,715,383,0.016267146575839574,0.04265376713431836,27,75.61,2041.47,27,Orders,27,0
2024-10-14,762,439,235,373,154,1201,799,402,0.024830922676013077,0.033536027375519376,34,87.16,2963.44,34,Orders,34,0
2024-10-15,689,459,204,326,159,1148,747,401,0.02207494361368831,0.03974300984267325,33,77.97,2573.01,33,Orders,33,0
2024-10-16,727,290,212,349,166,1017,619,398,0.018724501087827545,0.02303431056705536,20,70.76,1415.2,20,Orders,20,0
2024-10-17,686,197,202,354,130,883,548,335,0.018167808867794098,0.03650293683751783,20,76.94,1538.8,20,Orders,20,0
2024-10-18,808,67,264,384,160,875,527,348,0.020146628946152188,0.03462602374906746,19,76.25,1448.75,19,Orders,19,0
2024-10-19,756,22,246,343,167,778,475,303,0.021113386172486558,0.03815290285424538,17,79.93,1358.81,17,Orders,17,0
2024-10-20,760,290,277,361,122,1050,666,384,0.021190588293390263,0.04572295225862976,29,62.18,1803.22,29,Orders,29,0
2024-10-21,815,326,304,408,103,1141,786,355,0.016391145704705637,0.04362324322578681,28,76.89,2152.92,28,Orders,28,0
2024-10-22,769,272,231,369,169,1041,648,393,0.015383136449985152,0.025484172826370163,19,84.29,1601.51,19,Orders,19,0
2024-10-23,804,100,262,352,190,904,555,349,0.0229825766105274,0.028078299918158925,21,67.93,1426.53,21,Orders,21,0
2024-10-24,795,254,236,375,184,1049,626,423,0.011523774003776013,0.04642930045024602,21,84.95,1783.95,21,Orders,21,0
2024-10-25,852,272,210,438,204,1124,773,351,0.011728432435213603,0.03839321341176748,20,82.67,1653.4,20,Orders,20,0
2024-10-26,742,411,217,364,161,1153,745,408,0.017115087922975485,0.05049178213163324,33,61.23,2020.59,33,Orders,33,0
2024-10-27,899,511,295,431,173,1410,924,486,0.01495922542474678,0.04450294276241601,36,86.89,3128.04,36,Orders,36,0
2024-10-28,871,345,258,372,241,1216,788,428,0.011329466304784397,0.04433929675743422,25,76.58,1914.5,25,Orders,25,0
2024-10-29,835,513,223,419,193,1348,861,487,0.012859565412576232,0.04602152924385094,34,62.1,2111.4,34,Orders,34,0
2024-10-30,949,301,299,456,194,1250,831,419,0.0230416881334673,0.05032681242984117,37,79.09,2926.33,37,Orders,37,0
2024-10-31,1011,522,311,582,118,1533,1059,474,0.02728178922397018,0.04384601107125099,50,75.28,3764.0,50,Orders,50,0
2024-11-01,891,214,283,451,157,1105,718,387,0.02145005955328021,0.05437968752418389,31,67.85,2103.35,31,Orders,31,0
2024-11-02,943,96,270,477,196,1039,612,427,0.020594193784843833,0.04076623590562798,23,79.51,1828.73,23,Orders,23,0
2024-11-03,958,0,288,545,125,958,546,412,0.015987690531384005,0.031046841494613047,15,76.21,1143.15,15,Orders,15,0
2024-11-04,1001,122,272,494,235,1123,735,388,0.019199795548804577,0.053342593280800016,26,76.76,1995.76,26,Orders,26,0
2024-11-05,909,404,248,534,127,1313,860,453,0.019872359992647217,0.0467667550223391,37,63.46,2348.02,37,Orders,37,0
2024-11-06,994,202,352,446,196,1196,664,532,0.026359574713680247,0.0332928644366858,33,76.98,2540.34,33,Orders,33,0
2024-11-07,970,141,265,472,233,1111,712,399,0.014211393287671337,0.04028302429345334,19,78.97,1500.43,19,Orders,19,0
2024-11-08,1036,161,299,489,248,1197,769,428,0.02713219585861941,0.040805459241168636,35,74.81,2618.35,35,Orders,35,0
2024-11-09,982,542,280,473,229,1524,999,525,0.026118453459931596,0.04145246817474646,48,59.53,2857.44,48,Orders,48,0
2024-11-10,1014,402,276,507,231,1416,897,519,0.012797557262638076,0.033971369597915094,27,81.96,2212.92,27,Orders,27,0
2024-11-11,1017,763,321,522,174,1780,1241,539,0.020751173407114125,0.0478880008219521,58,60.59,3514.22,58,Orders,58,0
2024-11-12,1025,636,286,585,154,1661,1094,567,0.01732820724098182,0.050091762352096135,50,75.73,3786.5,50,Orders,50,0
2024-11-13,1064,301,330,506,228,1365,850,515,0.027154067125229064,0.04276550390683359,42,63.44,2664.48,42,Orders,42,0
2024-11-14,1072,485,308,558,206,1557,995,562,0.013536373980755155,0.03470970200403437,31,85.84,2661.04,31,Orders,31,0
2024-11-15,997,204,336,525,136,1201,815,386,0.024209415041932275,0.04988886847512287,34,74.88,2545.92,34,Orders,34,0
2024-11-16,1040,402,306,488,246,1442,930,512,0.01744276020166555,0.04572924879758442,37,89.73,3320.01,37,Orders,37,0
2024-11-17,1065,364,288,534,243,1429,930,499,0.025811425828306672,0.03645132677739816,41,66.23,2715.43,41,Orders,41,0
2024-11-18,1117,646,364,546,207,1763,1142,621,0.013342028312277309,0.04173345833589205,42,80.83,3394.86,42,Orders,42,0
2024-11-19,1155,442,299,593,263,1597,1174,423,0.025467583200421588,0.04164390424607055,48,67.63,3246.24,48,Orders,48,0
2024-11-20,1069,327,316,548,205,1396,853,543,0.02303485490654598,0.03451053273887326,36,83.83,3017.88,36,Orders,36,0
2024-11-21,1107,294,296,565,246,1401,854,547,0.02209458017819377,0.06261835607290343,43,83.46,3588.78,43,Orders,43,0
2024-11-22,1167,177,281,649,237,1344,893,451,0.02428224670401263,0.02777637249497709,33,67.8,2237.4,33,Orders,33,0
2024-11-23,1133,298,413,565,155,1431,890,541,0.02319200823203497,0.03816232846136521,38,86.18,3274.84,38,Orders,38,0
2024-11-24,1078,126,327,485,266,1204,795,409,0.012149056465044591,0.043721945668135476,19,67.6,1284.4,19,Orders,19,0
2024-11-25,1082,162,313,547,222,1244,832,412,0.0166508436288671,0.046643234682434656,26,71.54,1860.04,26,Orders,26,0
2024-11-26,1046,172,265,504,277,1218,727,491,0.020031704496469252,0.037290823976027086,27,70.65,1907.55,27,Orders,27,0
2024-11-27,1197,355,249,674,274,1552,939,613,0.013606854525225266,0.03798130551705602,30,74.64,2239.2,30,Orders,30,0
2024-11-28,1130,687,328,564,238,1817,1206,611,0.02502621154073673,0.04905901943669711,62,52.94,3282.28,62,Orders,62,0
2024-11-29,2545,329,937,1279,329,2874,1662,1212,0.024499756447444364,0.047331818145650933,78,72.63,5665.14,78,Orders,78,0
2024-11-30,2562,379,723,1220,619,2941,1855,1086,0.020410206764369953,0.03380251942914924,65,58.58,3807.7,65,Orders,65,0
2024-12-01,2765,458,862,1427,476,3223,1884,1339,0.027037152132861456,0.04125107022924665,94,71.84,6752.96,94,Orders,94,0
2024-12-02,2723,385,749,1266,708,3108,1876,1232,0.023002782821292794,0.0324706217514381,75,59.5,4462.5,75,Orders,75,0
2024-12-03,1168,405,359,623,186,1573,949,624,0.023193733523131026,0.03948556285862436,43,79.24,3407.32,43,Orders,43,0
2024-12-04,1167,341,347,649,171,1508,915,593,0.028494068980950076,0.028360493803130875,43,70.46,3029.78,43,Orders,43,0
2024-12-05,1085,151,321,506,258,1236,769,467,0.017966765503259825,0.04845966390300618,27,74.29,2005.83,27,Orders,27,0
2024-12-06,1084,371,355,481,248,1455,946,509,0.026214465043011254,0.05310054886033029,48,83.3,3998.4,48,Orders,48,0
2024-12-07,1137,919,411,531,195,2056,1379,677,0.030187384416076737,0.03895020782370624,70,84.52,5916.4,70,Orders,70,0
2024-12-08,1093,685,307,622,164,1778,1156,622,0.01741541535951791,0.05574745880641946,57,71.79,4092.03,57,Orders,57,0
2024-12-09,1134,492,391,564,179,1626,991,635,0.013782305559448673,0.02449719378945948,28,77.51,2170.28,28,Orders,28,0
2024-12-10,1101,379,329,541,231,1480,959,521,0.019696230736347957,0.029037438372019057,33,73.32,2419.56,33,Orders,33,0
2024-12-11,1110,735,394,530,186,1845,1238,607,0.030067156199333187,0.06375010456497575,80,71.82,5745.6,80,Orders,80,0
2024-12-12,1177,650,327,635,215,1827,1217,610,0.015614511723147383,0.0389835476820513,44,81.88,3602.72,44,Orders,44,0
2024-12-13,1084,515,315,572,197,1599,981,618,0.02312548367446813,0.027297003788728656,39,77.25,3012.75,39,Orders,39,0
2024-12-14,1091,455,364,504,223,1546,1056,490,0.02298269648935947,0.0573314879287234,51,78.0,3978.0,51,Orders,51,0
2024-12-15,1213,189,297,612,304,1402,873,529,0.0218845745793087,0.0403957487937265,34,83.46,2837.64,34,Orders,34,0
2024-12-16,1048,285,391,486,171,1333,811,522,0.016228132747932555,0.04181414707037941,29,72.71,2108.59,29,Orders,29,0
2024-12-17,1137,658,388,554,195,1795,1178,617,0.029572994004926065,0.04169514468386973,61,78.87,4811.07,61,Orders,61,0
2024-12-18,1115,617,310,593,212,1732,1151,581,0.024828790281806526,0.044569476696278705,55,75.63,4159.65,55,Orders,55,0
2024-12-19,1083,281,341,555,187,1364,837,527,0.012572816008066435,0.05833810665839026,30,80.42,2412.6,30,Orders,30,0
2024-12-20,1188,72,409,522,257,1260,709,551,0.026795166430292904,0.031520593258693,34,76.22,2591.48,34,Orders,34,0
2024-12-21,1051,461,368,460,223,1512,978,534,0.02402662313007158,0.036541975324990275,42,69.97,2938.74,42,Orders,42,0
2024-12-22,958,468,347,499,112,1426,905,521,0.02068445167892664,0.03390515033413104,36,72.33,2603.88,36,Orders,36,0
2024-12-23,1119,234,338,552,229,1353,834,519,0.013333893635444665,0.03609565313333027,23,87.18,2005.14,23,Orders,23,0
2024-12-24,1149,59,351,639,159,1208,626,582,0.014624322062248892,0.04911699975856404,20,77.69,1553.8,20,Orders,20,0
2024-12-25,947,436,226,517,204,1383,896,487,0.012459387602659525,0.03145410367695512,26,65.93,1714.18,26,Orders,26,0
2024-12-26,1028,654,367,489,172,1682,1114,568,0.015421358842398349,0.04945064147944006,48,79.7,3825.6,48,Orders,48,0
2024-12-27,997,651,295,531,171,1648,1112,536,0.01903463232953995,0.05955695760569178,58,75.3,4367.4,58,Orders,58,0
2024-12-28,986,761,274,540,172,1747,1215,532,0.02149025671412006,0.03812920881707086,50,72.29,3614.5,50,Orders,50,0
2024-12-29,995,326,298,522,175,1321,844,477,0.020328591308436384,0.05409310527968829,38,77.91,2960.58,38,Orders,38,0
2024-12-30,951,122,238,448,265,1073,611,462,0.02195559475159816,0.04330697033609765,26,80.15,2083.9,26,Orders,26,0
2024-12-31,937,492,271,440,226,1429,916,513,0.02240587856668481,0.04028709944542892,41,79.26,3249.66,41,Orders,41,0
2025-01-01,824,783,221,389,214,1607,1044,563,0.026142864325014534,0.05357295704635714,63,79.96,5037.48,63,Orders,63,0
2025-01-02,822,451,238,405,179,1273,842,431,0.01716275494235445,0.03439970184160688,30,72.04,2161.2,30,Orders,30,0
2025-01-03,895,389,271,426,198,1284,855,429,0.012082029860284673,0.036365075565869716,25,68.02,1700.5,25,Orders,25,0
2025-01-04,853,260,242,450,161,1113,674,439,0.010886326348539631,0.05415101047695743,23,72.29,1662.67,23,Orders,23,0
2025-01-05,846,123,278,405,163,969,590,379,0.022393765475540537,0.043998724247275654,24,76.64,1839.36,24,Orders,24,0
2025-01-06,844,234,240,406,198,1078,672,406,0.013578213540350687,0.040222246917316094,21,73.34,1540.14,21,Orders,21,0
2025-01-07,733,565,192,445,96,1298,859,439,0.025063493595839596,0.032805341501337154,37,75.89,2807.93,37,Orders,37,0
2025-01-08,716,283,184,388,144,999,615,384,0.021665569570924456,0.03254018105779274,25,85.69,2142.25,25,Orders,25,0
2025-01-09,737,311,240,377,120,1048,653,395,0.018509824477267834,0.030364070588133864,23,70.76,1627.48,23,Orders,23,0
2025-01-10,782,97,258,386,138,879,518,361,0.02513216292497645,0.04608766879712776,24,80.65,1935.6,24,Orders,24,0
2025-01-11,754,171,294,339,121,925,586,339,0.022641728651051837,0.039726176028935176,24,65.04,1560.96,24,Orders,24,0
2025-01-12,697,265,195,359,143,962,599,363,0.02242503469800694,0.03197484403101846,24,69.43,1666.32,24,Orders,24,0
2025-01-13,725,132,235,309,181,857,539,318,0.01791993120576378,0.043052383799172644,19,65.4,1242.6,19,Orders,19,0
2025-01-14,731,157,229,370,132,888,539,349,0.01956510219195456,0.04009349335262087,21,78.79,1654.59,21,Orders,21,0
2025-01-15,719,53,214,375,130,772,465,307,0.023627708402181844,0.04510177864551018,19,76.46,1452.74,19,Orders,19,0
2025-01-16,728,229,235,352,141,957,631,326,0.015454319387969475,0.04961153242588173,23,78.58,1807.34,23,Orders,23,0
2025-01-17,779,392,270,343,166,1171,733,438,0.015383946110551763,0.05623343758316455,34,72.95,2480.3,34,Orders,34,0
2025-01-18,730,435,251,373,106,1165,709,456,0.01822514954040998,0.023903992191232147,24,87.68,2104.32,24,Orders,24,0
2025-01-19,738,291,214,351,173,1029,647,382,0.02034534793529958,0.024444663107299695,22,76.92,1692.24,22,Orders,22,0
2025-01-20,710,638,183,354,173,1348,912,436,0.020869434783456625,0.0393273034550886,40,60.3,2412.0,40,Orders,40,0
2025-01-21,797,349,214,408,175,1146,744,402,0.010617082672896311,0.03634516442938348,21,85.4,1793.4,21,Orders,21,0
2025-01-22,751,304,151,457,143,1055,652,403,0.01903935362061874,0.03027227981773405,24,82.42,1978.08,24,Orders,24,0
2025-01-23,729,86,204,333,192,815,503,312,0.017089521432431073,0.03138659968867564,15,89.34,1340.1,15,Orders,15,0
2025-01-24,737,163,218,356,163,900,579,321,0.013179221168763374,0.03193615478458126,15,80.56,1208.4,15,Orders,15,0
2025-01-25,768,253,221,373,174,1021,631,390,0.024455283524376904,0.029337509792341752,26,93.13,2421.38,26,Orders,26,0
2025-01-26,706,127,194,365,147,833,494,339,0.024449972124701787,0.04790612531288634,23,94.47,2172.81,23,Orders,23,0
2025-01-27,777,493,224,417,136,1270,814,456,0.021128599162640153,0.03310014348817257,33,85.58,2824.14,33,Orders,33,0
2025-01-28,687,223,200,312,175,910,546,364,0.019753361783170637,0.03275238316221471,21,80.22,1684.62,21,Orders,21,0
2025-01-29,686,236,237,297,152,922,590,332,0.018782947669966348,0.033944688573280875,21,71.94,1510.74,21,Orders,21,0
2025-01-30,705,392,238,349,118,1097,689,408,0.018218257849906445,0.06496696781676463,38,94.07,3574.66,38,Orders,38,0
2025-01-31,677,346,191,306,180,1023,650,373,0.02170575573584526,0.04564324532513085,30,70.38,2111.4,30,Orders,30,0
2025-02-01,751,157,223,387,141,908,542,366,0.0198874013674747,0.03409220087155333,20,75.99,1519.8,20,Orders,20,0
2025-02-02,727,166,258,333,136,893,505,388,0.011036345144680758,0.043965171149528144,15,82.43,1236.45,15,Orders,15,0
2025-02-03,747,235,229,361,157,982,621,361,0.020543206353181003,0.023740558916408132,21,73.41,1541.61,21,Orders,21,0
2025-02-04,788,117,247,425,116,905,550,355,0.020739464543831326,0.04345988102955702,21,83.7,1757.7,21,Orders,21,0
2025-02-05,699,156,249,331,119,855,533,322,0.015357093655576132,0.01927029266790804,14,63.32,886.48,14,Orders,14,0
2025-02-06,765,57,237,347,181,822,449,373,0.02338827196303351,0.0431327298139519,20,85.07,1701.4,20,Orders,20,0
2025-02-07,721,207,245,380,96,928,561,367,0.02428931649158442,0.03319862441467685,24,80.35,1928.4,24,Orders,24,0
2025-02-08,769,504,193,481,95,1273,811,462,0.02464161508516118,0.0434432520881026,41,61.95,2539.95,41,Orders,41,0
2025-02-09,777,415,233,383,161,1192,775,417,0.023790346646906615,0.03748041950810316,34,80.6,2740.4,34,Orders,34,0
2025-02-10,729,373,202,399,128,1102,689,413,0.014112835008763662,0.03414316724145428,23,70.75,1627.25,23,Orders,23,0
2025-02-11,765,319,224,352,189,1084,666,418,0.019500443374343618,0.047951724999623815,30,76.59,2297.7,30,Orders,30,0
2025-02-12,729,139,210,339,180,868,501,367,0.022899946293236006,0.042644466598621325,23,67.72,1557.56,23,Orders,23,0
2025-02-13,795,46,227,446,122,841,493,348,0.012785584023481615,0.045798431588297286,12,78.47,941.64,12,Orders,12,0
2025-02-14,712,90,231,387,94,802,461,341,0.021913495729930354,0.03813934836167119,19,87.84,1668.96,19,Orders,19,0
2025-02-15,747,361,264,355,128,1108,710,398,0.019789108329526652,0.038194454845093345,29,84.28,2444.12,29,Orders,29,0
2025-02-16,685,316,202,329,154,1001,603,398,0.01066694916432406,0.0419630224201173,21,74.14,1556.94,21,Orders,21,0
2025-02-17,712,200,203,360,149,912,584,328,0.0110404562934858,0.030777038241915335,14,78.02,1092.28,14,Orders,14,0
2025-02-18,759,327,231,379,149,1086,668,418,0.016771595754852646,0.04220626284217787,27,67.43,1820.61,27,Orders,27,0
2025-02-19,765,453,269,379,117,1218,816,402,0.022382396018897112,0.04126723548879847,36,70.16,2525.76,36,Orders,36,0
2025-02-20,762,501,202,366,194,1263,875,388,0.016832186977545363,0.05110845107234571,38,74.12,2816.56,38,Orders,38,0
2025-02-21,847,217,233,404,210,1064,679,385,0.015302897537337667,0.03642702638406705,21,70.93,1489.53,21,Orders,21,0
2025-02-22,776,184,210,394,172,960,528,432,0.01900769268676008,0.033410943555043406,21,71.61,1503.81,21,Orders,21,0
2025-02-23,705,57,216,382,107,762,389,373,0.014481747773418888,0.043484973757915296,13,67.93,883.09,13,Orders,13,0
2025-02-24,751,413,212,408,131,1164,723,441,0.02472120951729402,0.032658178458538085,32,65.67,2101.44,32,Orders,32,0
2025-02-25,780,316,225,415,140,1096,687,409,0.015821619577606152,0.043150390948889866,26,69.79,1814.54,26,Orders,26,0
2025-02-26,723,231,224,333,166,954,621,333,0.01939813015290171,0.027575966037419793,20,87.44,1748.8,20,Orders,20,0
2025-02-27,709,312,188,360,161,1021,623,398,0.02190526056045143,0.037879122308575375,27,71.89,1941.03,27,Orders,27,0
2025-02-28,808,302,223,417,168,1110,685,425,0.022879866908249547,0.022887711687472754,25,74.54,1863.5,25,Orders,25,0
2025-03-01,765,142,232,366,167,907,532,375,0.012562298072629648,0.04899373463018353,17,75.07,1276.19,17,Orders,17,0
2025-03-02,688,330,213,342,133,1018,632,386,0.022410657944358012,0.04461160315419854,30,69.35,2080.5,30,Orders,30,0
2025-03-03,756,298,276,350,130,1054,658,396,0.022981837166139843,0.04422992367669194,31,69.74,2161.94,31,Orders,31,0
2025-03-04,778,480,244,359,175,1258,736,522,0.02121557461899151,0.041050384454531144,36,81.41,2930.76,36,Orders,36,0
2025-03-05,783,336,205,445,133,1119,724,395,0.017970969085904447,0.041742415296240204,28,66.1,1850.8,28,Orders,28,0
2025-03-06,783,149,265,379,139,932,531,401,0.018129146552677673,0.03829810522086768,20,71.84,1436.8,20,Orders,20,0
2025-03-07,784,33,239,401,144,817,457,360,0.022813786306747002,0.035282162580696566,19,82.46,1566.74,19,Orders,19,0
2025-03-08,752,357,218,392,142,1109,674,435,0.023388502847332893,0.04151908710923409,32,69.93,2237.76,32,Orders,32,0
2025-03-09,764,751,208,413,143,1515,973,542,0.014144775373627563,0.03859570597378264,40,76.25,3050.0,40,Orders,40,0
2025-03-10,793,690,252,402,139,1483,980,503,0.014138342269619558,0.05221958192483799,47,82.01,3854.47,47,Orders,47,0
2025-03-11,769,300,241,385,143,1069,683,386,0.020613661283260473,0.033561818287271256,26,83.7,2176.2,26,Orders,26,0
2025-03-12,825,194,265,427,133,1019,590,429,0.024231945495964056,0.026573782519848037,25,69.88,1747.0,25,Orders,25,0
2025-03-13,748,622,215,379,154,1370,898,472,0.021047609538990725,0.03355487194510474,37,65.59,2426.83,37,Orders,37,0
2025-03-14,789,311,220,422,147,1100,676,424,0.016058433283048176,0.045553728647471446,27,63.5,1714.5,27,Orders,27,0
2025-03-15,804,334,244,407,153,1138,698,440,0.011908837836147535,0.05101356506118418,27,69.08,1865.16,27,Orders,27,0
